group,fiscal_year,fiscal_quarter,period_key,revenue_usd_m,operating_income_usd_m,company_coverage,revenue_yoy_growth,revenue_qoq_growth,op_income_yoy_growth,op_income_qoq_growth,best_growth_metric,best_growth_rate,avg_pair_corr,pc1_share,strong_pair_share,classification,n_assets,momentum_read
Hyperscalers,2020,3,2020Q3,150665.0,26074.0,4,0.14268928921741206,0.02264629922148767,0.04604734285307599,0.03188325977028422,revenue YoY,0.14268928921741206,0.30507665097510633,0.4605234177714951,0.06666666666666667,moderate coupling,6,mixed / modest signal
Server OEM,2020,3,2020Q3,30442.499,-419.141,3,-0.010177032029208647,-0.07083791054137907,-0.7740579828816114,-0.8377809827317391,revenue YoY,-0.010177032029208647,0.22895081376257118,0.49219561415384205,0.19444444444444445,weak / fragmented,9,mixed / modest signal
AI Software,2020,3,2020Q3,17652.0,7185.0,1,0.2859328331026445,0.04536302262229075,0.24286455630513748,0.5531776913099871,op income QoQ,0.5531776913099871,0.12716986177199366,0.5635849308859968,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
DRAM,2021,1,2021Q1,5144.0,518.0,1,-0.3499304941235941,0.07435254803675861,-0.8621973929236499,-0.4871287128712871,revenue QoQ,0.07435254803675861,0.7423615888223428,0.8309183499648218,0.6666666666666666,high coupling,3,mixed / modest signal
NAND,2021,1,2021Q1,6618.0,144.0,2,-0.1672902558111885,0.10709438333567511,-0.8226515542314625,0.15677966101694918,op income QoQ,0.15677966101694918,0.6744338297423088,0.8372169148711543,1.0,high coupling,3,strong coupling with positive fundamental momentum
Cooling,2021,1,2021Q1,7058.3,487.5,3,-0.07469471630677937,-0.15163084175218075,-0.3990103116165666,-0.5575744572448427,revenue YoY,-0.07469471630677937,0.4572539296383978,0.608213674076006,0.16666666666666666,moderate coupling,4,mixed / modest signal
Hyperscalers,2021,1,2021Q1,158884.0,27529.0,4,0.1339368681187813,0.03363465138706559,0.10490836639282444,0.05149307658459076,revenue YoY,0.1339368681187813,0.291772853351112,0.46570930480230116,0.13333333333333333,moderate coupling,6,mixed / modest signal
Energy,2021,1,2021Q1,22483.237999999998,4197.889,8,-0.015620573159164167,-0.15589872390911386,-0.05189728385544434,-0.20375447220309115,revenue YoY,-0.015620573159164167,0.28237282762786164,0.4775078413529049,0.18333333333333332,weak / fragmented,18,mixed / modest signal
AI Platforms,2021,1,2021Q1,25986.213,1062.945,8,0.4083625969842069,0.17498504891747202,0.2238389393197484,0.41658833763044195,op income QoQ,0.41658833763044195,0.27840458958495895,0.5494269869693739,0.1388888888888889,moderate coupling,9,fundamental momentum present but stock coupling weak
HW equipment,2021,1,2021Q1,8577.541,1682.5390000000002,6,0.3334013370420637,0.3115682155933582,0.5357201909220377,-0.08439074224954783,op income YoY,0.5357201909220377,0.2478983047981845,0.3705954546562394,0.13186813186813187,high coupling,14,fundamental momentum present but stock coupling weak
AI Chip,2021,1,2021Q1,6863.0,1207.0,2,0.22631085704488252,-0.24069782485484192,2.054299481097109,-0.4273344172981368,op income YoY,2.054299481097109,0.21739865534349895,0.5118437311759968,0.2,moderate coupling,5,fundamental momentum present but stock coupling weak
meterier,2021,1,2021Q1,9542.327000000001,692.744,3,-0.04160646108179108,-0.05929849507614038,-0.12809564401434073,-0.3536947400557784,revenue YoY,-0.04160646108179108,0.20541575592680836,0.37333632071861755,0.03571428571428571,weak / fragmented,8,mixed / modest signal
OSAT / packiging,2021,1,2021Q1,1152.616,84.073,1,0.28789090957848584,0.06338031417534751,5.2647540983606556,0.0661720880096377,revenue YoY,0.28789090957848584,0.17214998768086556,0.38151680043040087,0.13333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
components,2021,1,2021Q1,6565.12,1082.8519999999999,5,0.05506052738545801,-0.03402264917881677,-0.03945705901954946,-0.17104862323033862,revenue YoY,0.05506052738545801,0.11720838086187177,0.2626005454604763,0.03296703296703297,moderate coupling,14,mixed / modest signal
Server Networking,2021,1,2021Q1,21020.552,4497.819,9,-0.014018952096584844,-0.039378660647599935,-0.21460517275748434,-0.4792785374811029,revenue YoY,-0.014018952096584844,0.09848860847509489,0.27437986609089576,0.030303030303030304,weak / fragmented,14,mixed / modest signal
Server EMS,2021,1,2021Q1,8016.110000000001,57.181,2,-0.0969151084529501,-0.1000278399446427,-0.2625897888913249,-0.1512898150621902,revenue YoY,-0.0969151084529501,0.05465559302904237,0.43856437790574326,0.0,weak / fragmented,5,mixed / modest signal
Server OEM,2021,1,2021Q1,29656.804,930.865,3,-0.07684324454104796,0.00435455970134957,-0.04170045458995458,1.5557974959172567,op income QoQ,1.5557974959172567,0.03308310465652248,0.3386724921712023,0.0,weak / fragmented,9,fundamental momentum present but stock coupling weak
AI Software,2021,1,2021Q1,17737.0,5893.0,1,0.17642767128739134,0.004815318377521027,0.7766053662948447,-0.1798190675017397,op income YoY,0.7766053662948447,-0.48598504807962645,0.7429925240398132,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
DRAM,2021,2,2021Q2,4797.0,440.0,1,-0.17789203084832905,-0.06745723172628304,-0.7751660705160961,-0.1505791505791506,revenue QoQ,-0.06745723172628304,0.7423615888223428,0.8309183499648218,0.6666666666666666,high coupling,3,coupling strong despite weak fundamentals
NAND,2021,2,2021Q2,6930.0,434.0,2,-0.003380959652715565,0.046895859097158765,-0.39641608391608385,0.4065934065934067,op income QoQ,0.4065934065934067,0.6744338297423088,0.8372169148711543,1.0,high coupling,3,strong coupling with positive fundamental momentum
Cooling,2021,2,2021Q2,7611.0,871.5,3,-0.14019738852849842,0.0518389379131183,-0.4802428160025564,0.49251398785005973,op income QoQ,0.49251398785005973,0.4572539296383978,0.608213674076006,0.16666666666666666,moderate coupling,4,mixed / modest signal
Hyperscalers,2021,2,2021Q2,173729.0,29300.0,4,0.13192925232770172,0.06707964217156115,0.24263474295953044,0.11657525908835795,op income YoY,0.24263474295953044,0.291772853351112,0.46570930480230116,0.13333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
Energy,2021,2,2021Q2,20686.137000000002,3748.5879999999997,8,-0.08781191925593068,-0.01045871209218703,-0.06068282205062514,0.13995479620683648,op income QoQ,0.13995479620683648,0.28237282762786164,0.4775078413529049,0.18333333333333332,weak / fragmented,18,mixed / modest signal
AI Platforms,2021,2,2021Q2,26909.989999999998,976.133,8,0.3452373641659879,0.06331244870254799,-0.07049275362318841,-0.2951690352393914,revenue YoY,0.3452373641659879,0.27840458958495895,0.5494269869693739,0.1388888888888889,moderate coupling,9,fundamental momentum present but stock coupling weak
HW equipment,2021,2,2021Q2,8887.026,1749.734,6,0.3292551154600801,0.028971428787213555,0.5474288334323093,0.12836802394239938,op income YoY,0.5474288334323093,0.2478983047981845,0.3705954546562394,0.13186813186813187,high coupling,14,fundamental momentum present but stock coupling weak
AI Chip,2021,2,2021Q2,7148.0,1164.0,2,0.15444470111998232,0.054562646773837487,0.9932293544897224,-0.030231473863200076,op income YoY,0.9932293544897224,0.21739865534349895,0.5118437311759968,0.2,moderate coupling,5,fundamental momentum present but stock coupling weak
meterier,2021,2,2021Q2,9386.404999999999,582.712,3,0.00033751690386407684,0.03496043466187271,-0.2174870496416221,-0.010366619091832063,revenue QoQ,0.03496043466187271,0.20541575592680836,0.37333632071861755,0.03571428571428571,weak / fragmented,8,mixed / modest signal
OSAT / packiging,2021,2,2021Q2,1172.909,86.524,1,0.31006640195240753,0.017606037049633372,2.843802754331408,0.029153235878343953,op income YoY,2.843802754331408,0.17214998768086556,0.38151680043040087,0.13333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
components,2021,2,2021Q2,6747.486,303.28700000000003,5,0.015425239781988375,0.02955903622576055,-0.4416213168787397,-0.398236959320062,revenue QoQ,0.02955903622576055,0.11720838086187177,0.2626005454604763,0.03296703296703297,moderate coupling,14,mixed / modest signal
Server Networking,2021,2,2021Q2,20166.710000000003,4336.665,9,0.16075924728329435,0.18731228838144856,0.2161915791059057,0.07006487577758454,op income YoY,0.2161915791059057,0.09848860847509489,0.27437986609089576,0.030303030303030304,weak / fragmented,14,fundamental momentum present but stock coupling weak
Server EMS,2021,2,2021Q2,7678.55,24.369,2,-0.16916295155532413,-0.07494497430992336,-0.688036868719196,-0.5738269704971931,revenue QoQ,-0.07494497430992336,0.05465559302904237,0.43856437790574326,0.0,weak / fragmented,5,mixed / modest signal
Server OEM,2021,2,2021Q2,30249.943,-287.185,3,-0.06864797041742272,0.006802630965853429,-1.4205435679098255,-1.2021914227180286,revenue QoQ,0.006802630965853429,0.03308310465652248,0.3386724921712023,0.0,weak / fragmented,9,mixed / modest signal
AI Software,2021,2,2021Q2,18687.0,5963.0,1,0.10665640175293145,0.05356035406213011,0.2890185905750109,0.01187849991515355,op income YoY,0.2890185905750109,-0.48598504807962645,0.7429925240398132,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
DRAM,2021,3,2021Q3,5438.0,888.0,1,0.1357560568086884,0.13362518240567023,-0.12079207920792079,1.018181818181818,op income QoQ,1.018181818181818,0.7423615888223428,0.8309183499648218,0.6666666666666666,high coupling,3,strong coupling with positive fundamental momentum
NAND,2021,3,2021Q3,6893.0,529.0,2,0.15573045631411397,-0.0028872880132431167,0.5932203389830508,1.0195833333333333,op income QoQ,1.0195833333333333,0.6744338297423088,0.8372169148711543,1.0,high coupling,3,strong coupling with positive fundamental momentum
Cooling,2021,3,2021Q3,8970.9,1656.1,3,-0.02684579373106777,0.10645959803686585,0.0064373776848421676,0.7169916239434956,op income QoQ,0.7169916239434956,0.4572539296383978,0.608213674076006,0.16666666666666666,moderate coupling,4,mixed / modest signal
Hyperscalers,2021,3,2021Q3,187135.0,33910.0,4,0.1696171618487663,0.06371522866116147,0.36912870219746974,0.21480392366275144,op income YoY,0.36912870219746974,0.291772853351112,0.46570930480230116,0.13333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
Energy,2021,3,2021Q3,24685.931,3869.078,8,-0.04683964426878938,0.16717630967433597,-0.1768774102575118,-0.011845963263615552,revenue QoQ,0.16717630967433597,0.28237282762786164,0.4775078413529049,0.18333333333333332,weak / fragmented,18,fundamental momentum present but stock coupling weak
AI Platforms,2021,3,2021Q3,27190.656,195.8579999999999,9,0.3679614479977114,0.08804587864277567,0.061111072705367565,-3.725407916475246,revenue YoY,0.3679614479977114,0.27840458958495895,0.5494269869693739,0.1388888888888889,moderate coupling,9,fundamental momentum present but stock coupling weak
HW equipment,2021,3,2021Q3,9216.876999999999,1949.833,6,0.35151391843335994,0.028647021127024812,0.6933550615500292,0.10097935533919804,op income YoY,0.6933550615500292,0.2478983047981845,0.3705954546562394,0.13186813186813187,high coupling,14,fundamental momentum present but stock coupling weak
AI Chip,2021,3,2021Q3,10708.0,2158.0,3,0.0035279617998468607,0.11178963331771252,0.14574512919095625,0.4202197047596005,op income QoQ,0.4202197047596005,0.21739865534349895,0.5118437311759968,0.2,moderate coupling,5,fundamental momentum present but stock coupling weak
meterier,2021,3,2021Q3,10336.987000000001,1332.761,3,0.07345263430525861,0.10647558488407245,0.22614083799461202,0.3834055783539132,op income QoQ,0.3834055783539132,0.20541575592680836,0.37333632071861755,0.03571428571428571,weak / fragmented,8,fundamental momentum present but stock coupling weak
OSAT / packiging,2021,3,2021Q3,1354.023,127.469,1,0.24919435713251104,0.15441436633191463,0.616498636738317,0.4732213027599277,op income YoY,0.616498636738317,0.17214998768086556,0.38151680043040087,0.13333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
components,2021,3,2021Q3,6643.873,1076.403,5,0.0739998785610955,0.07749357900064069,0.0858653814342277,0.56504990764844,op income QoQ,0.56504990764844,0.11720838086187177,0.2626005454604763,0.03296703296703297,moderate coupling,14,fundamental momentum present but stock coupling weak
Server Networking,2021,3,2021Q3,20205.367999999995,4766.754000000001,9,0.1599611375346283,0.02290214969186006,0.07478403122352144,0.06507160320829443,revenue YoY,0.1599611375346283,0.09848860847509489,0.27437986609089576,0.030303030303030304,weak / fragmented,14,fundamental momentum present but stock coupling weak
Server EMS,2021,3,2021Q3,8115.691,64.103,2,-0.12519181403369056,0.05079718527682253,-0.04854988571258945,1.630514177848906,op income QoQ,1.630514177848906,0.05465559302904237,0.43856437790574326,0.0,weak / fragmented,5,fundamental momentum present but stock coupling weak
Server OEM,2021,3,2021Q3,30432.408,863.546,3,-0.00019303914841025302,-0.00044830924634016905,0.208958705964694,0.08484852263285114,op income YoY,0.208958705964694,0.03308310465652248,0.3386724921712023,0.0,weak / fragmented,9,fundamental momentum present but stock coupling weak
AI Software,2021,3,2021Q3,21470.0,8040.0,1,0.21629277135735325,0.14892706159362112,0.1189979123173277,0.348314606741573,op income QoQ,0.348314606741573,-0.48598504807962645,0.7429925240398132,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
DRAM,2022,1,2022Q1,5773.0,866.0,1,0.12227838258164847,0.06160353070981972,0.6718146718146718,-0.024774774774774744,op income YoY,0.6718146718146718,0.8706511613691751,0.9137900129671749,1.0,high coupling,3,strong coupling with positive fundamental momentum
HW equipment,2022,1,2022Q1,10927.615,2450.194,6,0.24368187352447745,0.18124939457942157,0.4958565863980971,0.5742873819769038,op income QoQ,0.5742873819769038,0.7387310567353678,0.773295979425948,0.8131868131868132,high coupling,14,strong coupling with positive fundamental momentum
AI Software,2022,1,2022Q1,26171.0,11378.0,1,0.47550318543158365,0.21895668374476007,0.9307653147802477,0.41517412935323383,op income YoY,0.9307653147802477,0.6875712012477856,0.8437856006238927,1.0,moderate coupling,2,strong coupling with positive fundamental momentum
Cooling,2022,1,2022Q1,8064.4,921.0,3,0.002841725973562063,-0.15420305078116583,0.30782253314243113,-0.7463305711928871,op income YoY,0.30782253314243113,0.6834094592367266,0.7693539020041843,0.6666666666666666,moderate coupling,4,strong coupling with positive fundamental momentum
AI Chip,2022,1,2022Q1,15453.641,4068.004,4,0.5037704609203474,0.31161075031642865,1.3154027108280852,0.9191417466330938,op income YoY,1.3154027108280852,0.6800109599476277,0.7542588424892077,0.6,moderate coupling,5,strong coupling with positive fundamental momentum
NAND,2022,1,2022Q1,6236.0,321.0,2,-0.06580644294064786,-0.10461875366265261,-0.08058608058608063,-0.4374652343206787,revenue YoY,-0.06580644294064786,0.6615195545615018,0.8307597772807508,1.0,high coupling,3,coupling strong despite weak fundamentals
components,2022,1,2022Q1,7782.3949999999995,1419.2630000000001,5,0.23776784087856898,0.13862248154639678,0.4004136368905113,0.5488176155196316,op income QoQ,0.5488176155196316,0.595409444158697,0.6422383842136071,0.45054945054945056,moderate coupling,14,strong coupling with positive fundamental momentum
meterier,2022,1,2022Q1,11045.844000000001,1828.978,3,0.2315205560227979,0.07304493779158072,0.5332201285209894,0.4242376567197978,op income YoY,0.5332201285209894,0.5606014491969104,0.6262896807730898,0.32142857142857145,weak / fragmented,8,strong coupling with positive fundamental momentum
OSAT / packiging,2022,1,2022Q1,1326.15,144.448,1,0.15055664679303438,-0.020585322405896944,0.7181259143839285,0.13320101357977254,op income YoY,0.7181259143839285,0.5468306253519254,0.6413130552326279,0.4666666666666667,moderate coupling,6,strong coupling with positive fundamental momentum
Energy,2022,1,2022Q1,35076.065,-116.93499999999949,9,0.387255788753307,0.18547060763349854,-1.2886071272081945,4.5896410207914995,op income QoQ,4.5896410207914995,0.45209833689039364,0.5016079323829837,0.21323529411764705,weak / fragmented,18,mixed / modest signal
Server Networking,2022,1,2022Q1,21199.592,4860.843000000001,9,0.22691263088440225,0.02880211347663444,0.4569713524757078,0.4298562512685357,op income YoY,0.4569713524757078,0.40425042288120994,0.5131933315584871,0.28205128205128205,weak / fragmented,14,mixed / modest signal
Server EMS,2022,1,2022Q1,6908.249,75.559,2,-0.1058909613694679,-0.07083698729045795,0.32140046518948595,0.17871238475578366,op income YoY,0.32140046518948595,0.3942880353354706,0.5370612842393587,0.1,weak / fragmented,5,mixed / modest signal
Server OEM,2022,1,2022Q1,29492.25,954.446,3,-0.021383050926715108,-0.017370678665133976,-0.053103155764828124,6.099386273714413,revenue QoQ,-0.017370678665133976,0.3698194055280587,0.4767320484415804,0.2222222222222222,weak / fragmented,9,mixed / modest signal
AI Platforms,2022,1,2022Q1,24233.981999999996,1114.459,9,0.32344802121999994,0.1748661912844159,-1.1328226495042326,-0.795966459935224,revenue YoY,0.32344802121999994,0.32284579688684467,0.4288928202581683,0.1388888888888889,moderate coupling,9,fundamental momentum present but stock coupling weak
Hyperscalers,2022,1,2022Q1,210353.0,44389.0,4,0.23057963865531877,0.08594420228655827,0.6626155064470018,0.25771069526158075,op income YoY,0.6626155064470018,0.3152104174153739,0.5225506396528876,0.3333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
DRAM,2022,2,2022Q2,6236.0,663.0,1,0.2999791536376901,0.08020093538887929,0.5068181818181818,-0.2344110854503464,op income YoY,0.5068181818181818,0.8706511613691751,0.9137900129671749,1.0,high coupling,3,strong coupling with positive fundamental momentum
HW equipment,2022,2,2022Q2,11820.570000000002,2831.015,6,0.3074683899890293,0.07883461186611947,1.0894515529931141,0.1359920396487556,op income YoY,1.0894515529931141,0.7387310567353678,0.773295979425948,0.8131868131868132,high coupling,14,strong coupling with positive fundamental momentum
AI Software,2022,2,2022Q2,29077.0,12367.0,1,0.5560014983678494,0.11103893622712158,1.0739560623847058,0.08692213042714014,op income YoY,1.0739560623847058,0.6875712012477856,0.8437856006238927,1.0,moderate coupling,2,strong coupling with positive fundamental momentum
Cooling,2022,2,2022Q2,9731.099999999999,1462.5,3,0.17071136841438636,0.25114625963993253,1.6862277651047703,0.6072134083575139,op income YoY,1.6862277651047703,0.6834094592367266,0.7693539020041843,0.6666666666666666,moderate coupling,4,strong coupling with positive fundamental momentum
AI Chip,2022,2,2022Q2,16378.297,3496.733,4,0.5839821872946316,0.09621184822411774,1.517267101496918,-0.07340753631402845,op income YoY,1.517267101496918,0.6800109599476277,0.7542588424892077,0.6,moderate coupling,5,strong coupling with positive fundamental momentum
NAND,2022,2,2022Q2,6566.0,506.0,2,-0.04790324264923346,0.06944470766815469,1.033125,0.8217985202048947,op income YoY,1.033125,0.6615195545615018,0.8307597772807508,1.0,high coupling,3,strong coupling with positive fundamental momentum
components,2022,2,2022Q2,8431.483,1682.617,5,0.3433745326289208,0.120449930748073,0.6706036091168741,0.2066245522966761,op income YoY,0.6706036091168741,0.595409444158697,0.6422383842136071,0.45054945054945056,moderate coupling,14,strong coupling with positive fundamental momentum
meterier,2022,2,2022Q2,11656.351999999999,1855.8890000000001,3,0.27683515807080483,0.07509968424778157,0.6993765961649309,0.10181516161789084,op income YoY,0.6993765961649309,0.5606014491969104,0.6262896807730898,0.32142857142857145,weak / fragmented,8,strong coupling with positive fundamental momentum
OSAT / packiging,2022,2,2022Q2,1406.535,155.115,1,0.1991851030216325,0.06061531500961426,0.792739586704267,0.07384664377492256,op income YoY,0.792739586704267,0.5468306253519254,0.6413130552326279,0.4666666666666667,moderate coupling,6,strong coupling with positive fundamental momentum
Energy,2022,2,2022Q2,28140.379,1673.143,9,0.16807874591923974,-0.06431058163391892,-0.3084712350414507,-0.23286612366080767,revenue YoY,0.16807874591923974,0.45209833689039364,0.5016079323829837,0.21323529411764705,weak / fragmented,18,mixed / modest signal
Server Networking,2022,2,2022Q2,21344.946999999996,5711.325,9,0.0907130028622263,0.04670167119011627,0.5165324998332447,0.1948499716456462,op income YoY,0.5165324998332447,0.40425042288120994,0.5131933315584871,0.28205128205128205,weak / fragmented,14,mixed / modest signal
Server EMS,2022,2,2022Q2,7684.677,239.723,2,0.025845536100186972,0.06489943940204679,1.6559563379703723,-0.14341110919943356,op income YoY,1.6559563379703723,0.3942880353354706,0.5370612842393587,0.1,weak / fragmented,5,mixed / modest signal
Server OEM,2022,2,2022Q2,30263.306,1451.365,3,0.013692795449424255,0.03599914181749001,0.7660822936571352,0.36591356076126935,op income YoY,0.7660822936571352,0.3698194055280587,0.4767320484415804,0.2222222222222222,weak / fragmented,9,mixed / modest signal
AI Platforms,2022,2,2022Q2,25646.045,1322.631,9,0.3367967368663288,0.09121143558268183,-3.463465089147153,-0.2536195918830386,revenue YoY,0.3367967368663288,0.32284579688684467,0.4288928202581683,0.1388888888888889,moderate coupling,9,fundamental momentum present but stock coupling weak
Hyperscalers,2022,2,2022Q2,227836.0,48543.0,4,0.2685349901829842,0.0915899978880011,0.691356869257001,0.0724630241830252,op income YoY,0.691356869257001,0.3152104174153739,0.5225506396528876,0.3333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
DRAM,2022,3,2022Q3,7422.0,1799.0,1,0.3648400147112909,0.19018601667735724,1.025900900900901,1.71342383107089,op income QoQ,1.71342383107089,0.8706511613691751,0.9137900129671749,1.0,high coupling,3,strong coupling with positive fundamental momentum
HW equipment,2022,3,2022Q3,12979.98,3449.687,6,0.35406978471820477,0.05874645808294119,1.1487326482292213,0.1484158015905876,op income YoY,1.1487326482292213,0.7387310567353678,0.773295979425948,0.8131868131868132,high coupling,14,strong coupling with positive fundamental momentum
AI Software,2022,3,2022Q3,29010.0,10423.0,1,0.35118770377270603,-0.0023042267083949186,0.29639303482587054,-0.1571925285032748,revenue YoY,0.35118770377270603,0.6875712012477856,0.8437856006238927,1.0,moderate coupling,2,strong coupling with positive fundamental momentum
Cooling,2022,3,2022Q3,9545.1,1302.6999999999998,3,0.051655344396161894,0.000912087320700139,-4.820344817264261,-1.6201346897090707,revenue YoY,0.051655344396161894,0.6834094592367266,0.7693539020041843,0.6666666666666666,moderate coupling,4,mixed / modest signal
AI Chip,2022,3,2022Q3,17849.143,4531.610000000001,4,0.5850247708461446,0.09746927046701931,1.142118186780322,0.4338827988700387,op income YoY,1.142118186780322,0.6800109599476277,0.7542588424892077,0.6,moderate coupling,5,strong coupling with positive fundamental momentum
NAND,2022,3,2022Q3,6868.0,703.0,2,-0.0021594338915987277,0.04518767194241147,0.5492455847587263,0.5577622581114506,op income QoQ,0.5577622581114506,0.6615195545615018,0.8307597772807508,1.0,high coupling,3,strong coupling with positive fundamental momentum
components,2022,3,2022Q3,8827.157,1976.672,5,0.32104552030301703,0.04202492160657527,1.3173503235673998,0.028892295965846172,op income YoY,1.3173503235673998,0.595409444158697,0.6422383842136071,0.45054945054945056,moderate coupling,14,strong coupling with positive fundamental momentum
meterier,2022,3,2022Q3,11862.493,1983.357,3,0.17599924782080936,0.019295577931516632,0.5955035801205527,0.0315727028959533,op income YoY,0.5955035801205527,0.5606014491969104,0.6262896807730898,0.32142857142857145,weak / fragmented,8,strong coupling with positive fundamental momentum
OSAT / packiging,2022,3,2022Q3,1681.0,211.461,1,0.2414855582216846,0.19513556363688056,0.6589209925550528,0.3632530703026786,op income YoY,0.6589209925550528,0.5468306253519254,0.6413130552326279,0.4666666666666667,moderate coupling,6,strong coupling with positive fundamental momentum
Energy,2022,3,2022Q3,31197.853000000003,4388.032,9,0.07623907873616943,0.08265176621110974,4.991337067202486,0.5376242771782989,op income YoY,4.991337067202486,0.45209833689039364,0.5016079323829837,0.21323529411764705,weak / fragmented,18,mixed / modest signal
Server Networking,2022,3,2022Q3,22385.175,6238.8589999999995,10,0.09172485929350058,0.016838470665138425,1.2628093017308286,0.21127639363927403,op income YoY,1.2628093017308286,0.40425042288120994,0.5131933315584871,0.28205128205128205,weak / fragmented,14,mixed / modest signal
Server EMS,2022,3,2022Q3,8377.741,314.265,2,0.020964959169076036,0.04906704719717181,0.15852612202237037,0.25942842133840704,op income QoQ,0.25942842133840704,0.3942880353354706,0.5370612842393587,0.1,weak / fragmented,5,mixed / modest signal
Server OEM,2022,3,2022Q3,31274.881,1428.055,3,0.06655566604935144,0.04710919652126969,7.649181746162184,-0.17844342903951305,revenue YoY,0.06655566604935144,0.3698194055280587,0.4767320484415804,0.2222222222222222,weak / fragmented,9,mixed / modest signal
AI Platforms,2022,3,2022Q3,25262.375999999997,1388.125,9,0.40728330158392567,0.07835195004650136,0.9555354629418161,0.24476689093866533,op income YoY,0.9555354629418161,0.32284579688684467,0.4288928202581683,0.1388888888888889,moderate coupling,9,fundamental momentum present but stock coupling weak
Hyperscalers,2022,3,2022Q3,227721.0,46809.0,4,0.1958107161049944,0.007386966821352731,0.26801181604426383,-0.062220690017867036,op income YoY,0.26801181604426383,0.3152104174153739,0.5225506396528876,0.3333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
NAND,2023,1,2023Q1,8166.0,1364.0,2,0.3170085905934963,0.1807704396127967,5.7244735344336934,0.9861966950523855,op income QoQ,0.9861966950523855,0.8004593605627804,0.9002296802813904,1.0,high coupling,3,strong coupling with positive fundamental momentum
HW equipment,2023,1,2023Q1,13839.827000000001,3613.161,6,0.24590394941278737,0.08787607736922902,0.5434806271455649,0.18894617295381666,op income YoY,0.5434806271455649,0.7203647268859478,0.7450238103314617,0.7142857142857143,high coupling,14,strong coupling with positive fundamental momentum
DRAM,2023,1,2023Q1,7687.0,2631.0,1,0.33154339165078817,0.035704661816222005,2.0381062355658197,0.4624791550861589,op income YoY,2.0381062355658197,0.613146304749202,0.742148471329998,0.0,high coupling,3,strong coupling with positive fundamental momentum
AI Platforms,2023,1,2023Q1,27347.201999999997,1890.5049999999999,8,0.3408698644579531,0.16374735322987694,-0.008217643471972125,0.2841645365500327,revenue YoY,0.3408698644579531,0.5746194948672971,0.6303692582466014,0.3888888888888889,moderate coupling,9,strong coupling with positive fundamental momentum
AI Chip,2023,1,2023Q1,23085.3,6688.7,4,0.5116699859626921,0.2501176194589588,0.6567818210986112,0.3875568841852653,op income YoY,0.6567818210986112,0.5265547894601273,0.6398597902911778,0.3,moderate coupling,5,strong coupling with positive fundamental momentum
AI Software,2023,1,2023Q1,27908.0,8524.0,1,0.06637117420045091,-0.037986901068597034,-0.2508349446299877,-0.18219322651827685,revenue YoY,0.06637117420045091,0.5248724581154053,0.7624362290577027,0.0,moderate coupling,2,mixed / modest signal
Hyperscalers,2023,1,2023Q1,239500.0,47428.0,4,0.14020733758355208,0.03660875482853079,-0.005404061653730308,-0.054387149479410896,revenue YoY,0.14020733758355208,0.4941370621929633,0.5859903870728407,0.2,moderate coupling,6,mixed / modest signal
components,2023,1,2023Q1,9553.243,1634.8780000000002,4,0.363893406288487,0.1962665250608226,0.1850947865721745,0.08608999391991595,revenue YoY,0.363893406288487,0.4693123376491232,0.5325729025743062,0.23076923076923078,moderate coupling,14,mixed / modest signal
Server EMS,2023,1,2023Q1,8099.325,336.433,2,0.11596105664844891,0.0019110550894259615,0.07774057359149822,0.07950961085302632,revenue YoY,0.11596105664844891,0.4499678013865459,0.5706798556323063,0.0,weak / fragmented,5,mixed / modest signal
OSAT / packiging,2023,1,2023Q1,1596.816,210.008,1,0.20409908381404818,-0.05007971445568116,0.45386575099689863,-0.006871243397127635,op income YoY,0.45386575099689863,0.4455093239077214,0.5555166253102398,0.2,moderate coupling,6,mixed / modest signal
Cooling,2023,1,2023Q1,8504.1,2133.9,3,0.17482718519161652,-0.06843172049615447,1.0705627606888632,0.3816178772115486,op income YoY,1.0705627606888632,0.4303658025196819,0.5827555785320878,0.16666666666666666,moderate coupling,4,mixed / modest signal
Server Networking,2023,1,2023Q1,23662.857,7107.116,10,0.1433947347823518,0.04627199190879059,0.47285990829075886,0.0980082765227112,op income YoY,0.47285990829075886,0.3612415878330422,0.4542560885082421,0.1282051282051282,weak / fragmented,14,mixed / modest signal
Energy,2023,1,2023Q1,33165.868,1888.4570000000003,9,0.022236793936221008,0.049953325022835705,-0.7698218825233359,-1.2391269671920415,revenue QoQ,0.049953325022835705,0.3249318059751133,0.41892404661577987,0.1323529411764706,weak / fragmented,18,mixed / modest signal
