reference_key,proxy_model,source_model,gpu,workload,target_tok_s_user,target_met,effective_output_tps_per_mw,selected_tok_s_user,observed_tok_s_user,performance_multiplier_vs_source,source_gpu,benchmark_id,framework,precision,spec_method,concurrency,benchmark_type,selected_isl,selected_osl,candidate_rows,eligible_rows,selection_status,source_type,benchmark_date,run_url,method_note
MiniMax M3|GB200|short|100,MiniMax M3,minimaxm3,GB200,short,100,True,64184.936386,126.956038,126.956038,1.0,GB200,430313,dynamo-vllm,fp8,none,16,single_turn,1024,1024,10,2,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-29,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28205303704/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|GB200|long|100,MiniMax M3,minimaxm3,GB200,long,100,True,110364.097447,116.967922,116.967922,1.0,GB200,437722,dynamo-vllm,fp8,none,32,single_turn,8192,1024,16,4,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-29,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30208358162/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|GB200|agentic|100,MiniMax M3,minimaxm3,GB200,agentic,100,True,146952.229947,136.798906,136.798906,0.9144385,B200,439235,vllm,fp4,mtp,30,agentic_traces,,,11,10,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31210279071/attempts/2,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.9144x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 100."
MiniMax M3|GB300|short|30,MiniMax M3,minimaxm3,GB300,short,30,True,1174704.677332,41.123588,41.123588,1.0,GB300,429573,dynamo-vllm,fp8,none,1024,single_turn,1024,1024,25,18,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-26,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28202535361/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|GB300|long|30,MiniMax M3,minimaxm3,GB300,long,30,True,2103130.536847,61.586581,61.586581,1.0,GB300,438580,dynamo-vllm,fp8,mtp,2048,single_turn,8192,1024,34,33,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30933638204/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|GB300|agentic|30,MiniMax M3,minimaxm3,GB300,agentic,30,True,138377.976415,74.738416,74.738416,0.80660377,B200,439239,vllm,fp4,mtp,40,agentic_traces,,,11,11,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31210279071/attempts/2,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.8066x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 30."
MiniMax M3|GB300|short|50,MiniMax M3,minimaxm3,GB300,short,50,True,419788.867094,60.133192,60.133192,1.0,GB300,429563,dynamo-vllm,fp8,none,256,single_turn,1024,1024,25,16,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-26,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28202535361/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
MiniMax M3|GB300|long|50,MiniMax M3,minimaxm3,GB300,long,50,True,2103130.536847,61.586581,61.586581,1.0,GB300,438580,dynamo-vllm,fp8,mtp,2048,single_turn,8192,1024,34,29,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30933638204/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
MiniMax M3|GB300|agentic|50,MiniMax M3,minimaxm3,GB300,agentic,50,True,138377.976415,74.738416,74.738416,0.80660377,B200,439239,vllm,fp4,mtp,40,agentic_traces,,,11,11,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31210279071/attempts/2,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.8066x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 50."
MiniMax M3|GB300|short|70,MiniMax M3,minimaxm3,GB300,short,70,True,258703.594996,71.750481,71.750481,1.0,GB300,427857,dynamo-vllm,fp8,none,64,single_turn,1024,1024,25,14,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-23,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28009839213/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
MiniMax M3|GB300|long|70,MiniMax M3,minimaxm3,GB300,long,70,True,1431262.726168,89.34785,89.34785,1.0,GB300,438575,dynamo-vllm,fp8,mtp,2048,single_turn,8192,1024,34,22,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30933638204/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
MiniMax M3|GB300|agentic|70,MiniMax M3,minimaxm3,GB300,agentic,70,True,138377.976415,74.738416,74.738416,0.80660377,B200,439239,vllm,fp4,mtp,40,agentic_traces,,,11,11,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31210279071/attempts/2,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.8066x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 70."
MiniMax M3|GB300|short|100,MiniMax M3,minimaxm3,GB300,short,100,True,98311.575414,108.986452,108.986452,1.0,GB300,427859,dynamo-vllm,fp8,none,16,single_turn,1024,1024,25,9,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-23,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28009839213/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|GB300|long|100,MiniMax M3,minimaxm3,GB300,long,100,True,985339.712801,101.464007,101.464007,1.0,GB300,438581,dynamo-vllm,fp8,mtp,256,single_turn,8192,1024,34,15,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30933638204/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|GB300|agentic|100,MiniMax M3,minimaxm3,GB300,agentic,100,True,129622.957547,136.798906,136.798906,0.80660377,B200,439235,vllm,fp4,mtp,30,agentic_traces,,,11,10,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31210279071/attempts/2,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.8066x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 100."
MiniMax M3|R200|short|30,MiniMax M3,minimaxm3,R200,short,30,False,,,,,B300,,,,,,single_turn,1024,1024,185,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R200|long|30,MiniMax M3,minimaxm3,R200,long,30,False,,,,,B300,,,,,,single_turn,8192,1024,199,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R200|agentic|30,MiniMax M3,minimaxm3,R200,agentic,30,False,,,,,B300,,,,,,agentic_traces,,,16,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R200|short|50,MiniMax M3,minimaxm3,R200,short,50,False,,,,,B300,,,,,,single_turn,1024,1024,185,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R200|long|50,MiniMax M3,minimaxm3,R200,long,50,False,,,,,B300,,,,,,single_turn,8192,1024,199,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R200|agentic|50,MiniMax M3,minimaxm3,R200,agentic,50,False,,,,,B300,,,,,,agentic_traces,,,16,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R200|short|70,MiniMax M3,minimaxm3,R200,short,70,False,,,,,B300,,,,,,single_turn,1024,1024,185,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R200|long|70,MiniMax M3,minimaxm3,R200,long,70,False,,,,,B300,,,,,,single_turn,8192,1024,199,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R200|agentic|70,MiniMax M3,minimaxm3,R200,agentic,70,False,,,,,B300,,,,,,agentic_traces,,,16,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R200|short|100,MiniMax M3,minimaxm3,R200,short,100,False,,,,,B300,,,,,,single_turn,1024,1024,185,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R200|long|100,MiniMax M3,minimaxm3,R200,long,100,False,,,,,B300,,,,,,single_turn,8192,1024,199,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R200|agentic|100,MiniMax M3,minimaxm3,R200,agentic,100,False,,,,,B300,,,,,,agentic_traces,,,16,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|short|30,MiniMax M3,minimaxm3,VR200,short,30,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|long|30,MiniMax M3,minimaxm3,VR200,long,30,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|agentic|30,MiniMax M3,minimaxm3,VR200,agentic,30,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|short|50,MiniMax M3,minimaxm3,VR200,short,50,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|long|50,MiniMax M3,minimaxm3,VR200,long,50,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|agentic|50,MiniMax M3,minimaxm3,VR200,agentic,50,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|short|70,MiniMax M3,minimaxm3,VR200,short,70,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|long|70,MiniMax M3,minimaxm3,VR200,long,70,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|agentic|70,MiniMax M3,minimaxm3,VR200,agentic,70,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|short|100,MiniMax M3,minimaxm3,VR200,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|long|100,MiniMax M3,minimaxm3,VR200,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR200|agentic|100,MiniMax M3,minimaxm3,VR200,agentic,100,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|short|30,MiniMax M3,minimaxm3,R300,short,30,False,,,,,B300,,,,,,single_turn,1024,1024,185,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|long|30,MiniMax M3,minimaxm3,R300,long,30,False,,,,,B300,,,,,,single_turn,8192,1024,199,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|agentic|30,MiniMax M3,minimaxm3,R300,agentic,30,False,,,,,B300,,,,,,agentic_traces,,,16,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|short|50,MiniMax M3,minimaxm3,R300,short,50,False,,,,,B300,,,,,,single_turn,1024,1024,185,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|long|50,MiniMax M3,minimaxm3,R300,long,50,False,,,,,B300,,,,,,single_turn,8192,1024,199,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|agentic|50,MiniMax M3,minimaxm3,R300,agentic,50,False,,,,,B300,,,,,,agentic_traces,,,16,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|short|70,MiniMax M3,minimaxm3,R300,short,70,False,,,,,B300,,,,,,single_turn,1024,1024,185,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|long|70,MiniMax M3,minimaxm3,R300,long,70,False,,,,,B300,,,,,,single_turn,8192,1024,199,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|agentic|70,MiniMax M3,minimaxm3,R300,agentic,70,False,,,,,B300,,,,,,agentic_traces,,,16,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|short|100,MiniMax M3,minimaxm3,R300,short,100,False,,,,,B300,,,,,,single_turn,1024,1024,185,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|long|100,MiniMax M3,minimaxm3,R300,long,100,False,,,,,B300,,,,,,single_turn,8192,1024,199,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|R300|agentic|100,MiniMax M3,minimaxm3,R300,agentic,100,False,,,,,B300,,,,,,agentic_traces,,,16,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|short|30,MiniMax M3,minimaxm3,VR300,short,30,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|long|30,MiniMax M3,minimaxm3,VR300,long,30,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|agentic|30,MiniMax M3,minimaxm3,VR300,agentic,30,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|short|50,MiniMax M3,minimaxm3,VR300,short,50,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|long|50,MiniMax M3,minimaxm3,VR300,long,50,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|agentic|50,MiniMax M3,minimaxm3,VR300,agentic,50,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|short|70,MiniMax M3,minimaxm3,VR300,short,70,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|long|70,MiniMax M3,minimaxm3,VR300,long,70,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|agentic|70,MiniMax M3,minimaxm3,VR300,agentic,70,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|short|100,MiniMax M3,minimaxm3,VR300,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|long|100,MiniMax M3,minimaxm3,VR300,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|VR300|agentic|100,MiniMax M3,minimaxm3,VR300,agentic,100,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|short|30,MiniMax M3,minimaxm3,Post Rubin,short,30,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|long|30,MiniMax M3,minimaxm3,Post Rubin,long,30,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|agentic|30,MiniMax M3,minimaxm3,Post Rubin,agentic,30,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|short|50,MiniMax M3,minimaxm3,Post Rubin,short,50,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|long|50,MiniMax M3,minimaxm3,Post Rubin,long,50,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|agentic|50,MiniMax M3,minimaxm3,Post Rubin,agentic,50,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|short|70,MiniMax M3,minimaxm3,Post Rubin,short,70,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|long|70,MiniMax M3,minimaxm3,Post Rubin,long,70,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|agentic|70,MiniMax M3,minimaxm3,Post Rubin,agentic,70,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|short|100,MiniMax M3,minimaxm3,Post Rubin,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,25,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|long|100,MiniMax M3,minimaxm3,Post Rubin,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,34,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|Post Rubin|agentic|100,MiniMax M3,minimaxm3,Post Rubin,agentic,100,False,,,,,B200,,,,,,agentic_traces,,,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|H200|short|30,GLM 5.2,glm5,H200,short,30,True,144300.371741,33.878301,33.878301,1.0,H200,410944,sglang,fp8,mtp,64,single_turn,1024,1024,10,8,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-18,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26016387220/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|H200|long|30,GLM 5.2,glm5,H200,long,30,True,54658.735326,39.644371,39.644371,1.0,H200,410941,sglang,fp8,mtp,16,single_turn,8192,1024,10,6,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-18,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26016387220/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|H200|agentic|30,GLM 5.2,glm5.2,H200,agentic,30,True,5541.729927,92.678406,92.678406,1.0,H200,439294,dynamo-sglang,fp8,mtp,12,agentic_traces,,,3,3,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31235207041/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|H200|short|50,GLM 5.2,glm5,H200,short,50,True,81537.655952,58.563179,58.563179,1.0,H200,410940,sglang,fp8,mtp,16,single_turn,1024,1024,10,5,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-18,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26016387220/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|H200|long|50,GLM 5.2,glm5,H200,long,50,True,40178.25014,59.817436,59.817436,1.0,H200,410936,sglang,fp8,mtp,8,single_turn,8192,1024,10,3,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-18,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26016387220/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|H200|agentic|50,GLM 5.2,glm5.2,H200,agentic,50,True,5541.729927,92.678406,92.678406,1.0,H200,439294,dynamo-sglang,fp8,mtp,12,agentic_traces,,,3,3,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31235207041/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
