source_section,target_section,source_metric,target_metric,lag_quarters,timing,observations,corr,r_squared,beta_target_per_1_source
Hyperscalers,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,0,,,
Hyperscalers,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,1,,,
Hyperscalers,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,2,,,
Hyperscalers,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,3,,,
Hyperscalers,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,3,,,
Hyperscalers,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,3,,,
Hyperscalers,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,3,,,
Hyperscalers,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,2,,,
Hyperscalers,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,1,,,
Hyperscalers,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
Hyperscalers,Neocloud,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,20,0.29407667934182,0.08648109333271163,0.13735471793497067
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,21,-0.1535928031565259,0.023590749181479312,-0.0665127747143868
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,22,-0.2814489390327823,0.0792135052826788,-0.124978818021445
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,23,-0.05853868415457853,0.003426777542549504,-0.036789612483358845
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,24,0.08136351401933509,0.006620021413574537,0.062402046377663986
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,25,0.33824157543558675,0.11440736335314772,0.2901739860201655
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,26,0.6838701505428811,0.4676783828035429,0.6530424547743683
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,27,0.7314685563143164,0.5350462488765503,0.7641866153684119
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,28,0.7773504866165293,0.6042737790429549,0.7596270010191277
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,27,0.7160350111415155,0.5127061371804301,0.6881794889738448
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,26,0.4704895097229622,0.22136037875935335,0.49591203300389775
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,25,0.2318034266889599,0.053732828624744,0.2712512969461121
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,24,0.13590902303969857,0.018471262543605316,0.18859587474381423
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,23,-0.011882319905406075,0.00014118952633440944,-0.022683565945243025
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,23,0.011580670859500571,0.00013411193755608568,0.021735519879552107
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,22,0.14124919003453737,0.01995133368541285,0.2671310852885979
Hyperscalers,OSAT / packiging,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,21,0.08105365371535295,0.006569694780608349,0.15378530388866712
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,21,-0.23118510541771467,0.05344655296699984,-0.005761097958636201
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,22,0.5832637604590876,0.3401966142648759,0.01694745428270353
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,23,0.35647191237218084,0.12707222431027979,0.010764575193638933
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,24,-0.11371866143863106,0.012931933959393994,-0.003459557399356181
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,25,0.19814845086562435,0.03926280858044675,0.0061945345306369855
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,26,-0.14238546529065263,0.020273620726035644,-0.004473121496641955
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,27,-0.6887899716371559,0.4744316250279141,-0.028008978534381328
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,28,0.39123783780612326,0.1530670457312104,0.017403808333841086
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,29,0.1576676980419962,0.024859103005862096,0.007039594564563515
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,28,0.032175330272165736,0.0010352518781229449,0.0078087304002778
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,27,0.2212007405970726,0.0489297676406934,0.05350767912664313
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,26,0.11456161129376587,0.013124362782223902,0.03041799235718644
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,25,-0.3006057858669174,0.09036383849666699,-0.0885241513708411
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,24,0.2150669639410621,0.0462537989788261,0.0746113677750947
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,23,-0.055703541927299025,0.0031028845832463603,-0.02451082057087715
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,22,-0.19063683594972217,0.036342403220921284,-0.08465420010824895
Hyperscalers,SW equipment,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,21,0.10851402337921831,0.011775293269945537,0.04858400910429116
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,21,-0.2633897679385196,0.06937416985470721,-0.01414074391548983
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,22,-0.2453717450428796,0.06020729326538791,-0.013764722725275153
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,23,-0.8140931828504815,0.6627477103636275,-0.09018942523561164
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,24,-0.599107688250865,0.35893002212129566,-0.08610087933503259
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,25,-0.45831557978039084,0.2100531706694358,-0.07723894214659775
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,26,-0.35970105799709806,0.1293848511242317,-0.06768506473000112
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,27,0.11016314701462068,0.01213591896016493,0.020700387991896073
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,28,0.9927881487981703,0.985628308394098,1.6947480329412228
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,29,0.9817880376616664,0.9639077508955458,21.025275807307914
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,29,0.8044537907846525,0.6471459015077975,29.698619083479162
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,28,-0.2054398764387157,0.042205542831154776,-41.29014522863937
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,27,-0.5852546837558007,0.3425230448581023,-117.68059387248199
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,26,-0.6515944488959985,0.42457532583207996,-143.6309584264815
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,25,-0.7376005564939883,0.5440545809402412,-180.59711770780368
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,24,-0.6163153561656152,0.3798446182455491,-148.84781514721385
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,23,0.13711285061114578,0.01879993380271438,29.37559661078583
Hyperscalers,Server EMS,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,23,0.04193548252816295,0.0017585846948698599,15.415085779407448
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,21,-0.0022368879620061166,5.003667754567878e-06,-9.070798693897745e-05
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,22,-0.6968411450643642,0.48558758145461434,-0.042826408491423176
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,23,-0.453462268311008,0.20562802878176462,-0.031521896120518256
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,24,-0.5616461807762771,0.31544643238057857,-0.04908950060763498
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,25,-0.48705569009243954,0.23722324525142252,-0.050751521629077735
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,26,0.6350337465024355,0.4032678591969195,0.08165346376634565
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,27,-0.25488511049978424,0.06496641955448722,-0.03498065951865779
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,28,0.4311507145946069,0.18589093869544018,0.06209074078250862
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,29,0.8531620340093964,0.7278854562750504,0.23275914211519122
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,29,0.369044457676722,0.13619381174190587,0.10676852169074841
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,29,0.9826087981387702,0.9655200501797185,50.41439540863032
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,28,0.05869751045405678,0.003445397733504105,16.408543525767378
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,27,-0.4154321565186799,0.17258387666976094,-116.2594088368474
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,26,-0.4382716810133997,0.19208206637831118,-134.56052395997767
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,25,-0.5296121245842105,0.2804890025066013,-180.49397470524693
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,24,-0.6240986403430409,0.38949911287803224,-250.37958175380888
Hyperscalers,Server Networking,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,23,-0.05513160803936481,0.003039494205006154,-0.16219789781492022
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,1,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,1,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,1,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,1,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
Hyperscalers,Server ODM,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,21,0.6988330232009997,0.488367594316249,0.23977241469051797
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,22,-0.18792696045253077,0.03531654246492706,-0.065146873309537
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,23,-0.35200821977953406,0.12390978679235676,-0.12671755993645625
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,24,-0.3605638219941303,0.13000626973101487,-0.1347824607123126
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,25,-0.323470370906547,0.1046330808544191,-0.1252661969484702
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,26,-0.22739325027506527,0.05170769027065847,-0.07216430126683153
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,27,0.01432983180711943,0.0002053440796203317,0.004255460302625008
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,28,0.4109833055236625,0.16890727741915612,0.17164174987464878
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,29,0.839686666578204,0.7050736980292159,0.6142049133052603
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,29,0.7140890219615265,0.5099231312859694,0.7412201292857659
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,29,0.7112373432721713,0.5058585584648564,1.1146879838523993
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,28,-0.362047999336923,0.1310787538238686,-3.0873321718995714
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,27,-0.6921876688461139,0.4791237689026175,-5.9154765074047635
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,26,-0.7441295766590995,0.5537288268588506,-7.002033473022385
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,25,-0.6943076012133027,0.4820630451025706,-6.8233383343070395
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,24,-0.43535168916204126,0.1895310932562426,-4.785906032661957
Hyperscalers,Server OEM,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,23,0.07734865896337056,0.005982815043431806,0.8000913626294275
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,21,0.05617881081697574,0.0031560587848095505,0.004307044524848249
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,22,-0.6941047888014918,0.4817814578371636,-0.07772416694402151
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,23,-0.5667324276287505,0.321185644525977,-0.07715027371317779
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,24,-0.4614183062166103,0.21290685331180553,-0.0721808290084627
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,25,-0.3674398673512407,0.13501205611909733,-0.06352153923416431
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,26,-0.2654123268608363,0.07044370324968342,-0.04881198472522429
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,27,-0.2129125370666919,0.04533174844017545,-0.04129069947683657
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,28,0.2491712729076577,0.06208632324242243,0.046011298929508664
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,29,0.9832526908186221,0.9667858540020609,102.69019168478322
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,28,0.06226969071907434,0.0038775143822491727,35.430850526640654
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,27,-0.4119986569065951,0.16974289329283826,-234.70736008332304
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,26,-0.434910162317599,0.1891468492871203,-271.80011808348553
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,25,-0.528651104731277,0.27947199053359956,-366.69052081792046
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,24,-0.624637106904315,0.39017151532179256,-510.1019384207595
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,23,0.29745658808017506,0.08848042179229894,0.5691991508231758
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,23,0.14502434324084332,0.021032060132437937,151.5831713368915
Hyperscalers,components,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,22,-0.1287665565196789,0.016580826077935658,-135.8803071981199
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,0,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,0,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,0,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,0,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,0,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,0,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,1,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,2,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,3,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,3,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,3,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,2,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,2,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,1,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,1,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,0,,,
Hyperscalers,foundry,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,0,,,
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,20,-0.25459377501423763,0.06481799027600026,-0.21431140665687165
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,21,-0.21733248347533884,0.04723340837355843,-0.19009571831663777
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,22,-0.4767728090582736,0.22731231145731698,-0.4507902113449475
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,23,-0.5434411886712789,0.29532832554445254,-0.4846534242101339
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,24,-0.5624406557948963,0.31633949129099304,-0.4951922966390458
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,25,-0.6564430340240751,0.430917456918733,-0.5858139051719298
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,25,-0.5479467772872529,0.3002456707394864,-0.4801390101771887
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,26,-0.23860352513305275,0.056931642205919335,-0.20590598725889536
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,28,-0.1044676449427613,0.01091348883988684,-0.09238839274837007
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,26,-0.14278162816313086,0.020386593340914565,-0.1172634218690521
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,25,0.023448708881210093,0.0005498419481957411,0.02100260402139533
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,25,0.0115394798733495,0.00013315959574743821,0.011372000592486685
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,24,0.014919202509384331,0.00022258260351601972,0.015257737320802751
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,23,0.4915341736862055,0.24160584390138085,0.655793807664315
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,22,0.3176576088402999,0.100906356454137,0.3764390839214888
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,21,0.33374604601302604,0.1113864232293289,0.274610595452379
Hyperscalers,meterier,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,20,0.47464573235171714,0.2252885712396979,0.42726083446171875
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,22,-0.35296208479439156,0.12458223330240326,-0.21948008597688892
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,23,-0.2464461369173446,0.06073569840148256,-0.17194633507188556
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,24,-0.06003231065386333,0.0036038783224419525,-0.03873399587839021
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,25,-0.03707907498123795,0.001374857801464266,-0.023140828736672617
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,25,-0.17350883727945843,0.030105316614069583,-0.11010432505420445
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,25,0.07874607663944268,0.0062009445861049796,0.054409711393899364
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,25,-0.23770412011407074,0.05650324871920457,-0.16354815284534005
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,25,-0.14730437053678697,0.021698577579239032,-0.0996414163353094
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,25,-0.10043848266854691,0.010087888800759998,-0.056772776906788516
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,25,-0.03603708992024849,0.0012986718499200752,-0.6062029187228183
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,24,0.28398602395578854,0.0806480618022177,4.775196752823398
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,23,0.37586529583247213,0.1412747206112318,6.574421008297787
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,22,-0.07012320626150619,0.0049172640563937406,-1.325980163311304
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,21,0.5104168838718782,0.2605253953414784,9.66902285768963
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,20,0.10395202000193632,0.010806022462482969,2.3087035957063975
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,19,0.18965144181812738,0.035967669383694556,4.240990643581606
NAND,AI Chip,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,18,0.2645183563301293,0.06996996083559327,0.2228584698819201
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,22,0.027203577427533234,0.0007400346248557957,0.005446122654806232
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,23,-0.40453795463214703,0.16365095673796104,-0.07024461656395518
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,24,-0.2739804237540563,0.07506527260045225,-0.04350958470280654
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,25,-0.3352960669939735,0.11242345254162718,-0.049992249867081645
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,25,-0.5430587282513863,0.29491278233001306,-0.08088807722946746
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,25,-0.2533608185715614,0.06419170438725165,-0.04073288197983541
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,25,-0.18997298002249335,0.03608973313862666,-0.02952096618634623
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,25,-0.08301592128211739,0.006891643186318712,-0.03989691776111773
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,25,0.14821108082100362,0.021966524478130068,0.14360742951076078
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,25,0.25356540603859495,0.06429541513951753,0.3653648483541664
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,2,source leads,24,0.4028654740132044,0.16230059015188386,0.5778057847211333
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,3,source leads,23,0.39049699884663425,0.15248790610822827,0.5811500904534856
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,4,source leads,22,0.2732646260838555,0.07467355586874935,0.4384535088259419
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,5,source leads,21,0.47502965031478783,0.2256531686781896,0.7611586475700183
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,6,source leads,20,0.2469368511215736,0.060977808441838206,0.46359480182876156
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,7,source leads,19,0.33759986990409957,0.11397367215926496,0.6363281706168044
NAND,AI Platforms,cost_of_revenue_usd_m,revenue_usd_m,8,source leads,18,0.34676156800385777,0.12024358504449408,0.6631547543688466
NAND,AI Software,cost_of_revenue_usd_m,revenue_usd_m,-8,target leads,20,0.41694082309778385,0.17383964996545748,0.15468846269343173
NAND,AI Software,cost_of_revenue_usd_m,revenue_usd_m,-7,target leads,21,0.44071261937146416,0.19422761287325704,0.1544649740329686
NAND,AI Software,cost_of_revenue_usd_m,revenue_usd_m,-6,target leads,22,0.4906708665770433,0.2407578993074666,0.15779408469252176
NAND,AI Software,cost_of_revenue_usd_m,revenue_usd_m,-5,target leads,23,0.5620203552517926,0.31586687971735117,0.168710587111013
NAND,AI Software,cost_of_revenue_usd_m,revenue_usd_m,-4,target leads,23,0.374593115145213,0.1403200019141948,0.11957901510313529
NAND,AI Software,cost_of_revenue_usd_m,revenue_usd_m,-3,target leads,23,0.4120585605294663,0.16979225730561587,0.13971451663112722
NAND,AI Software,cost_of_revenue_usd_m,revenue_usd_m,-2,target leads,23,0.19116201406668712,0.03654291562203228,0.06693280705864503
NAND,AI Software,cost_of_revenue_usd_m,revenue_usd_m,-1,target leads,23,0.03957377125278997,0.001566083371168146,0.014703896044844187
NAND,AI Software,cost_of_revenue_usd_m,revenue_usd_m,0,same quarter,23,0.27086717418476436,0.07336902605083948,0.1802701526109891
NAND,AI Software,cost_of_revenue_usd_m,revenue_usd_m,1,source leads,22,-0.22221403648359447,0.049379078010332256,-0.1590310341032676
