section,quarter_period,capex_investment_usd_m,capex_valid_companies,total_companies,revenue_usd_m,revenue_usd_m_valid_companies,gross_profit_usd_m,gross_profit_usd_m_valid_companies,cost_of_revenue_usd_m,cost_of_revenue_usd_m_valid_companies,operating_income_usd_m,operating_income_usd_m_valid_companies,net_income_usd_m,net_income_usd_m_valid_companies,inventory_usd_m,inventory_usd_m_valid_companies,calendar_quarter,capex_yoy_current_ratio,revenue_usd_m_yoy_current_ratio,gross_profit_usd_m_yoy_current_ratio,cost_of_revenue_usd_m_yoy_current_ratio,operating_income_usd_m_yoy_current_ratio,net_income_usd_m_yoy_current_ratio,inventory_usd_m_yoy_current_ratio
Energy,2023Q3,552.729,1,9,38813.906,9,50.944,1,225.20299999999997,1,6263.567,8,5207.915,9,8552.394,6,2023-Q3,-0.252389507335421,0.274992344238686,0.2669597989949749,0.2237403586985963,0.7328769693051899,0.7234682209675081,0.11946643243985253
Energy,2024Q1,3828.3740000000003,8,10,40654.871,10,973.267,2,6107.504,2,6382.619,9,5218.383,10,17922.815,7,2024-Q1,0.8228289608068595,0.23261709525532623,0.9621039242057935,0.974802472499404,0.3125029082889014,0.31462236482067335,0.5798277223750845
Energy,2024Q2,638.0,1,10,40879.391,10,1203.35,2,7200.941,2,6085.344,9,6344.241,10,17922.815,7,2024-Q2,-3.330921630094044,0.18868977280018678,0.9767839780612457,0.9781856287949033,0.6896712823465692,0.735633309012063,0.5116060730415395
Energy,2024Q3,7392.108,2,11,158563.151,11,40239.406,3,80600.145,3,23282.568,10,17259.451999999997,11,98558.551,8,2024-Q3,0.9344124842331849,0.7833851826014734,1.0000489569851005,0.9971520646768068,0.9520722971795894,0.9278854855878391,0.9111858493130647
Energy,2024Q4,13109.972,2,3,144300.812,3,50000.652,3,94300.15999999999,3,16142.14,3,9642.588,3,92348.341,3,2024-Q4,0.9578390403884921,0.7310208760294432,0.9989811332860219,0.9976118492269791,0.6119741868178569,0.45990485127021913,0.9073898468842012
Energy,2025Q1,16982.542,13,16,197421.50100000002,16,53174.498,8,110450.90299999999,8,25763.501,15,20054.799,16,124661.014,13,2025-Q1,0.7745700260891449,0.7940707025624326,0.9816967336485245,0.944703901605947,0.7522611930730999,0.7397938019722861,0.8562275853138817
Energy,2025Q2,14892.791000000001,7,16,200097.751,16,57797.284999999996,8,107915.666,8,31472.771,15,23612.759000000002,16,122394.727,13,2025-Q2,0.9571604812019453,0.7957028962309526,0.9791798178755282,0.9332725148543307,0.8066473396956372,0.7313214859813715,0.8535654644664553
Energy,2025Q3,4031.4,5,13,61293.296,13,4138.734,5,19662.061999999998,5,12311.949,12,9379.468,13,31218.055999999997,10,2025-Q3,-0.8336329810983777,-1.5869574871614018,-8.722636439065667,-3.0992722431655446,-0.8910546169416392,-0.8401312313235672,-2.157100845741324
Energy,2025Q4,34180.307,15,16,248174.58199999997,16,88977.891,16,159196.691,16,38755.888999999996,16,29067.380999999998,16,149475.114,15,2025-Q4,0.6164466281710108,0.41855120360392095,0.4380553254515776,0.40764999945884556,0.5834919436372624,0.6682677397045161,0.3821825016303383
Energy,2026Q1,8289.259,10,15,85161.862,15,15882.007,7,28688.855,7,11353.33,13,4890.886,13,39147.306,10,2026-Q1,-1.0487406654804732,-1.3181914575799203,-2.348096874658222,-2.849958564048652,-1.2692462035367598,-3.100442946329151,-2.1844085005491825
HW equipment,2016Q1,108.765,6,6,4489.313,6,1607.753,5,2238.659,5,674.867,5,598.439,6,3621.853,6,2016-Q1,,,,,,,
HW equipment,2016Q2,2.83,1,6,4691.0779999999995,6,1698.022,5,2316.699,5,653.981,5,596.61,6,3621.853,6,2016-Q2,,,,,,,
HW equipment,2016Q3,3.497,1,6,4942.664,6,1753.505,5,2450.7000000000003,5,675.235,5,694.985,6,3621.853,6,2016-Q3,,,,,,,
HW equipment,2017Q1,128.672,6,6,4784.468,6,1750.5590000000002,5,2391.265,5,702.144,5,686.8059999999999,6,4095.058,6,2017-Q1,,,,,,,
HW equipment,2017Q2,5.108,1,6,5050.49,6,1820.275,5,2519.9700000000003,5,683.71,5,747.312,6,4095.058,6,2017-Q2,-20.293069694596714,0.11111337711786375,0.11675268846740199,0.11163267816680363,0.012933846221351266,0.1992113066563899,0.11555513987836068
HW equipment,2017Q3,4.695,1,6,5410.161,6,1989.242,5,2708.486,5,835.669,5,850.462,6,4095.058,6,2017-Q3,0.39723109691160813,0.1329134197669904,0.14639747200189823,0.14465166148172812,0.21741622580232126,0.29848717520594686,0.11555513987836068
HW equipment,2018Q1,123.473,6,6,443002.235,6,2442.762,5,439808.8,5,1219.094,5,1220.533,6,5355.693,6,2018-Q1,0.9716780186761478,0.9888428012106982,0.2821629778095451,0.9944278059011097,0.4461173625659711,0.4305889312292252,0.323737749717917
HW equipment,2018Q2,5.64,1,6,6994.344,6,2761.768,5,3355.691,5,1502.942,5,1541.347,6,5355.693,6,2018-Q2,-21.81418439716312,0.31595186053188123,0.3661455270681679,0.2874001211672946,0.5328202951278226,0.5544118229055496,0.2353822371820043
HW equipment,2018Q3,8.118,1,6,7498.481,6,2987.689,5,3596.9829999999997,5,1693.3229999999999,5,1847.596,6,5355.693,6,2018-Q3,0.37078098053707814,0.3264649200284698,0.39074147275703724,0.29942120938575456,0.5962317880286276,0.5955219647585295,0.2353822371820043
HW equipment,2019Q1,293.36,6,6,8407.599,6,3444.858,5,3993.16,5,2068.039,5,1160.253,6,7053.317,6,2019-Q1,0.9839957731115353,0.35651533808879327,0.4225474605919896,0.32171863887247193,0.5959123594864508,0.2670029726275217,0.41941387293382676
HW equipment,2019Q2,12.428,1,6,8932.89,6,3643.553,5,4313.515,5,2212.757,5,1087.645,6,7053.317,6,2019-Q2,-8.935065980045058,-48.592263533973885,0.3295659484025619,-100.96065157997594,0.4490610582183222,-0.12217957145943752,0.2406844892977304
HW equipment,2019Q3,15.067,1,6,8774.14,6,3523.178,5,4229.668,5,2061.195,5,2226.058,6,7053.317,6,2019-Q3,0.6256719984071148,0.20284563501380187,0.21611454204130473,0.20663016577187618,0.2708394887431806,0.3075890205915569,0.2406844892977304
HW equipment,2020Q1,233.27599999999998,6,6,7833.656,6,3005.838,5,3734.5579999999995,5,1538.073,5,1725.863,6,6998.1320000000005,6,2020-Q1,0.9652000205764846,0.042786535431221406,0.006037916880417488,0.03683836213013691,-0.10093799188985163,-0.07053456734398961,0.23469677336752154
HW equipment,2020Q2,13.7,1,6,7855.2,6,2973.296,5,3762.006,5,1544.692,5,1657.7230000000002,6,6998.1320000000005,6,2020-Q2,-20.41313868613139,-0.07032271616254206,-0.15859907658033387,-0.06144434644708169,-0.33880346373257597,0.3000923555986134,-0.007885675777478831
HW equipment,2020Q3,16.5,1,6,7764.398,6,2923.166,5,3743.921,5,1448.942,5,1542.689,6,6998.1320000000005,6,2020-Q3,0.24678787878787875,-0.1504935733588102,-0.24644067425524233,-0.15213835975705697,-0.5271536058724228,0.29496807198340047,-0.007885675777478831
HW equipment,2021Q1,196.869,6,6,8577.541,6,3209.331,5,3954.7960000000003,5,1682.539,5,1784.8999999999999,6,7906.855,6,2021-Q1,0.9234668739110778,-0.022920205219654464,-0.09779203204655416,-0.06950345858547428,-0.2250503554449556,-0.24716118550058835,0.10794911504005064
HW equipment,2021Q2,20.9,1,6,8887.026,6,3312.696,5,4064.877,5,1749.734,5,1701.1999999999998,6,7906.855,6,2021-Q2,-10.161531100478468,0.11852896570798824,0.09263089640582768,0.08126174543534784,0.12096752992169087,-0.014497413590406913,0.11492850191384553
HW equipment,2021Q3,29.0,1,6,9216.877,6,3529.6440000000002,5,4263.269,5,1949.833,5,1849.8929999999998,6,7906.855,6,2021-Q3,0.5275862068965518,0.14773735181667288,0.15762156183456472,0.11757714561290886,0.20778241008332513,0.10388168396766713,0.11492850191384553
HW equipment,2022Q1,284.076,6,6,10927.615,6,4344.354,5,5044.641,5,2450.194,5,2539.756,6,9505.33,6,2022-Q1,0.9419169518016306,0.28947002616764955,0.32713448305547843,0.2578419356303055,0.40864192794529736,0.39258377576428594,0.2637675914460623
HW equipment,2022Q2,16.0,1,6,11820.57,6,4793.534,5,5376.166,5,2831.015,5,2783.814,6,9505.33,6,2022-Q2,-11.3043125,0.27435470539914747,0.33048748585073134,0.26438357744161917,0.40567640934435173,0.3588292896005265,0.16816617624006747
HW equipment,2022Q3,0.0,0,6,12979.98,6,5284.7080000000005,5,5891.499,5,3449.687,5,3374.2980000000002,6,9505.33,6,2022-Q3,,0.31532822084471623,0.37315439187936217,0.3100436747931214,0.4927847077140622,0.49583587460265816,0.16816617624006747
HW equipment,2023Q1,386.482,6,6,13839.827000000001,6,5495.001,5,6260.988,5,3613.161,5,4266.363,6,13469.622,6,2023-Q1,0.9249641639196651,0.33403235459518393,0.35766271926065163,0.3190740822374999,0.46035258323667283,0.5664004680333108,0.41298612537159546
HW equipment,2023Q2,0.0,0,6,14049.451000000001,6,5469.412,5,6227.409,5,3486.236,5,4025.819,6,13469.622,6,2023-Q2,,0.22220341563524446,0.2056999911507855,0.18992939118018426,0.2971806842680759,0.36913308819894786,0.29431353010500216
HW equipment,2023Q3,0.0,0,6,14258.214,6,5413.687,5,6555.851000000001,5,3297.431,5,3896.876,6,13469.622,6,2023-Q3,,0.17096418948404057,0.1145527992290652,0.17994383948018347,0.1414482971743761,0.28562930922102736,0.29431353010500216
HW equipment,2024Q1,555.971,6,6,15698.158000000001,6,5982.888,5,6990.846,5,3697.966,5,4157.28,6,14848.431999999999,6,2024-Q1,1.0,0.17315267179754476,0.11669615075528732,0.15725521632145806,0.06713934092417291,0.18833997228957386,0.3598428440120815
HW equipment,2024Q2,0.0,0,6,16241.034000000001,6,6101.093,5,7156.054,5,1918.6570000000002,5,4028.326,5,14848.431999999999,6,2024-Q2,,0.1478481604065357,0.09934154421183215,0.12507815061205516,-0.8831719270302091,-0.05909079851034903,0.0928589631551668
HW equipment,2024Q3,0.0,0,6,14037.937,6,5183.749,5,6421.58,5,2898.966,5,3362.37,5,14848.431999999999,6,2024-Q3,,-0.000820205988956998,-0.05510741357268658,0.03023726248057336,-0.20257912648854798,-0.1973158813574949,0.0928589631551668
HW equipment,2024Q4,130.221,2,2,962.413,2,505.26,2,457.153,2,272.776,2,284.99399999999997,2,670.285,2,2024-Q4,1.0,-13.815067959389575,-9.714655820765547,-13.34060588030703,-11.088420535530986,-12.673536986743581,-19.095365404268335
HW equipment,2025Q1,919.918,9,9,22576.434,9,10173.947,8,10005.531,8,6203.432,8,6089.013,9,25657.696,9,2025-Q1,0.39562982787596285,0.3046661842166925,0.41194032168636224,0.30130184994679454,0.40388385010104083,0.3172489531554622,0.421287398525573
HW equipment,2025Q2,1117.884,3,9,22893.187,9,10115.182,8,10291.279,8,6602.7080000000005,8,6415.632,9,26173.337,9,2025-Q2,1.0,0.2905734793499918,0.3968380400866737,0.3046487224765746,0.7094136224106836,0.3721076894684732,0.43268861742772813
HW equipment,2025Q3,315.4,1,7,21803.515,7,9538.92,6,9904.765,6,5666.439,6,5623.487999999999,7,25718.159999999996,7,2025-Q3,1.0,0.3561617473145958,0.45656856331744056,0.3516676064500268,0.4883972103114496,0.4020846136774898,0.42264796548431144
HW equipment,2025Q4,1870.541,9,9,27539.72,9,14158.194,9,13381.526000000002,9,8925.213,9,7825.8279999999995,9,26650.906,9,2025-Q4,0.9303832420674019,0.9650536388895747,0.9643132450367611,0.9658370054357029,0.9694375921336555,0.963582894998459,0.9748494478949421
HW equipment,2026Q1,1116.257,9,9,25363.759,9,11372.716,8,11149.501999999999,8,7116.525,8,6416.562,9,26754.698,9,2026-Q1,0.17589049833506087,0.10989400269889008,0.10540745060370806,0.10260287858596714,0.1283060201432581,0.051047430072365854,0.041002219498048546
HW equipment,2026Q2,0.0,0,3,14552.898,3,5557.981,2,5918.065999999999,2,3502.884,2,4273.869000000001,3,13176.14,3,2026-Q2,,-0.5731015911744866,-0.8199382113756778,-0.7389598223473686,-0.8849348137135002,-0.5011297725784292,-0.9864191637308044
HW equipment,2026Q3,0.0,0,2,7783.204,2,2313.686,1,2406.489,1,1561.759,1,2276.518,2,7520.139999999999,2,2026-Q3,,-1.8013546863219827,-3.1228239268422766,-3.1158571678490947,-2.6282416173045906,-1.4702145996649265,-2.4199044166730936
Hyperscalers,2016Q1,5281.0,4,4,71772.0,4,14928.0,1,8273.0,1,13509.0,4,10182.0,4,13459.0,3,2016-Q1,,,,,,,
Hyperscalers,2016Q2,5218.0,3,4,76980.0,4,16334.0,1,10136.0,1,16607.0,4,12388.0,4,13459.0,3,2016-Q2,,,,,,,
Hyperscalers,2016Q3,4969.0,3,4,75089.0,4,14568.0,1,7161.0,1,15091.0,4,11538.0,4,13950.0,4,2016-Q3,,,,,,,
Hyperscalers,2017Q1,5425.0,4,4,78212.0,4,13172.0,1,7207.0,1,14860.0,4,11369.0,4,14192.0,4,2017-Q1,,,,,,,
Hyperscalers,2017Q2,4160.0,2,4,84693.0,4,19297.0,2,13492.0,2,16234.0,4,12949.0,4,14192.0,4,2017-Q2,-0.26947115384615383,0.15256278559030853,0.22640824998704462,0.3868218203379781,0.16785758285080696,0.21368445439802303,0.05164881623449831
Hyperscalers,2017Q3,4862.0,2,4,84708.0,4,18254.0,2,11289.0,2,14652.0,4,11211.0,4,14192.0,4,2017-Q3,-0.07322089675030852,0.09123105255701941,0.10518242576969432,0.10213482150766233,-0.13342888342888343,-0.10498617429310499,0.05164881623449831
Hyperscalers,2018Q1,4970.0,3,4,90987.0,4,19194.0,2,11329.0,2,16929.0,4,13649.0,4,19277.0,4,2018-Q1,0.00020120724346076458,0.1747282578829943,0.24101281650515785,0.3679053755847824,0.10857109102723138,0.154663345300022,0.2763396794106967
Hyperscalers,2018Q2,4819.0,2,4,98826.0,4,21433.0,2,13428.0,2,15702.0,4,12020.0,4,19277.0,4,2018-Q2,-0.1257522307532683,0.20858883289822516,0.38543367704007836,0.46328567173071195,0.05362374219844606,0.05415973377703827,0.26378585879545574
Hyperscalers,2018Q3,8307.0,3,4,103933.0,4,20734.0,2,11683.0,2,17811.0,4,14713.0,4,19277.0,4,2018-Q3,0.49921752738654146,0.1851192595229619,0.0693064531687084,-0.1548403663442609,0.08854078939980911,0.11989397131788214,0.26378585879545574
Hyperscalers,2019Q1,13002.0,4,4,115830.0,4,21692.0,2,11950.0,2,20017.0,4,19750.0,4,20943.0,3,2019-Q1,0.626057529610829,0.2686868686868687,0.15849160981006824,0.05531380753138075,0.2680221811460259,0.43235443037974686,0.32235114358019384
Hyperscalers,2019Q2,11306.0,3,4,124050.0,4,17854.0,1,11064.0,1,17746.0,4,1641.0,4,20943.0,3,2019-Q2,0.5604104015566955,0.26652962515114875,-0.07505320936484822,-0.023951554591467823,0.046038543897216275,-7.317489335770872,0.07954925273361027
Hyperscalers,2019Q3,11568.0,3,4,126811.0,4,17550.0,1,9269.0,1,23956.0,4,15452.0,4,20943.0,3,2019-Q3,0.5834197786998617,0.2206827483420208,-0.22125356125356124,-0.44869996763404896,0.3445483386208048,0.22210717059280352,0.07954925273361027
Hyperscalers,2020Q1,11913.0,4,4,134316.0,4,19179.0,1,9905.0,1,23761.0,4,21307.0,4,23559.0,3,2020-Q1,0.302694535381516,0.2262053664492689,-0.08107826268314303,-0.17950530035335688,0.2504103362653087,0.30947575914018866,0.18175644127509658
Hyperscalers,2020Q2,13395.0,3,4,144381.0,4,20048.0,1,12423.0,1,25623.0,4,23325.0,4,23559.0,3,2020-Q2,0.029339305711086228,0.1977476260726827,-0.08200319233838788,0.0380745391612332,0.21878780782890372,0.1532690246516613,0.11104036673882593
Hyperscalers,2020Q3,13994.0,3,4,150665.0,4,20401.0,1,10170.0,1,26074.0,4,20756.0,4,23559.0,3,2020-Q3,0.192082320994712,0.17665018418345335,0.12484682123425322,-0.08790560471976401,0.31939863465521207,0.9209385238003469,0.11104036673882593
Hyperscalers,2021Q1,16571.0,4,4,158884.0,4,22649.0,1,10406.0,1,27529.0,4,22186.0,4,26418.0,3,2021-Q1,0.3019129805081166,0.20186425316583168,0.2251313523775884,0.10926388621948875,0.12979040284790586,0.3035247453348959,0.20724506018623665
Hyperscalers,2021Q2,11004.0,2,4,173729.0,4,24548.0,1,12358.0,1,29300.0,4,26162.0,4,26418.0,3,2021-Q2,-0.08260632497273719,0.2268648297060364,0.2187143555483135,0.19849490208771645,0.1890443686006826,0.18557449736258697,0.10822166704519645
Hyperscalers,2021Q3,14830.0,2,4,187135.0,4,24046.0,1,10975.0,1,33910.0,4,30901.0,4,26418.0,3,2021-Q3,0.09676331759946055,0.2284660806369733,0.16626465940281127,-0.1319362186788155,0.24438218814508994,0.24517005922138443,0.10822166704519645
Hyperscalers,2022Q1,23367.0,4,4,210353.0,4,26152.0,1,11002.0,1,44389.0,4,42181.0,4,36446.0,3,2022-Q1,0.40112123935464544,0.283751598503468,0.21990669929642093,0.07562261407016906,0.41260222127103563,0.5079301107133544,0.353591614992043
Hyperscalers,2022Q2,18462.0,2,4,227836.0,4,28882.0,1,14194.0,1,48543.0,4,44208.0,4,36446.0,3,2022-Q2,0.10242660600151662,0.3026387401464211,0.21580915449068624,0.26687332675778497,0.43289454710256886,0.4981451321027868,0.2751467925149536
Hyperscalers,2022Q3,20837.0,2,4,227721.0,4,28661.0,1,13045.0,1,46809.0,4,42570.0,4,36446.0,3,2022-Q3,0.47190094543360367,0.23709714958216413,0.14350511147552422,0.052663855883480264,0.37405199854728793,0.38543575287761334,0.2751467925149536
Hyperscalers,2023Q1,31609.0,4,4,239500.0,4,31671.0,1,13646.0,1,47428.0,4,35554.0,4,40817.0,3,2023-Q1,0.5308298269480212,0.21864300626304803,0.24075652805405576,0.19573501392349407,0.2850215062832082,0.1308713506215897,0.35276967930029157
Hyperscalers,2023Q2,21589.0,2,4,253007.0,4,34768.0,1,16960.0,1,44193.0,4,31492.0,4,40817.0,3,2023-Q2,-0.08235675575524573,0.1685882208792642,0.24781408191440404,0.35129716981132075,-0.004435091530332858,-0.3394195351200305,0.10708773305240464
Hyperscalers,2023Q3,21718.0,2,4,256066.0,4,33745.0,1,15615.0,1,43846.0,4,35829.0,4,40817.0,3,2023-Q3,0.149921723915646,0.11024501495708137,0.14411023855385982,0.09100224143451809,-0.10712493728048168,-0.2338608389851796,0.10708773305240464
Hyperscalers,2024Q1,28498.0,4,4,258712.0,4,34670.0,1,15452.0,1,46330.0,4,37327.0,4,35818.0,2,2024-Q1,0.26882588251807144,0.11978957296143974,0.17331987308912605,0.15577271550608335,-0.010338873300237427,-0.1404613282610443,-0.01753308392428388
Hyperscalers,2024Q2,17729.0,2,4,274009.0,4,35259.0,1,17488.0,1,52989.0,4,43284.0,4,35818.0,2,2024-Q2,-0.7828980765976649,0.12594111872237773,0.10176125244618395,0.21969350411710886,0.10494630961142878,0.17858793087515018,-0.13956669830811325
Hyperscalers,2024Q3,19086.0,2,4,285031.0,4,36729.0,1,16128.0,1,58143.0,4,49763.0,4,35818.0,2,2024-Q3,-0.13114324635858746,0.11235269146163049,0.05339105339105339,-0.051587301587301584,0.23992570042825448,0.36716034001165526,-0.13956669830811325
Hyperscalers,2025Q1,38168.0,4,5,529276.0,5,131043.0,2,161928.0,2,99435.0,5,71363.0,5,54347.0,3,2025-Q1,0.4309893104171033,0.5161957088551153,0.7424891066291217,0.9035682525566918,0.5590486247297229,0.49793310258817597,0.24895578412791874
Hyperscalers,2025Q2,27355.0,2,6,739836.0,6,258633.0,3,235543.0,3,172681.0,6,157754.0,6,35895.0,3,2025-Q2,-0.04178395174556754,0.6503116906990197,0.8659490474920061,0.9343983901028687,0.7317018085371292,0.763384763619306,0.0021451455634489483
Hyperscalers,2025Q3,33572.0,2,5,570078.0,5,140367.0,2,169286.0,2,82628.0,5,86988.0,5,35460.0,2,2025-Q3,0.4719111164065293,0.5193482295405191,0.7488084806257881,0.8966955330033198,0.35870407125913734,0.5024141260863567,-0.010095882684715172
Hyperscalers,2025Q4,109282.0,4,5,709389.0,5,352777.0,5,356612.0,5,124504.0,5,116623.0,5,39384.0,2,2025-Q4,0.8253509269596091,0.5982021147776467,0.8958860696700749,0.9547743766334279,0.53300295572833,0.5733002923951536,0.09054438350599228
Hyperscalers,2026Q1,134626.0,5,5,322272.0,3,129474.0,2,179491.0,2,33695.0,3,53137.0,3,19847.0,2,2026-Q1,0.7164886426098971,-0.6423269784529838,-0.012118263126187497,0.09784891721590498,-1.951031310283425,-0.34300016937350625,-1.7382979795435078
Hyperscalers,2026Q2,15804.0,1,2,83691.0,2,47833.0,1,21799.0,1,35873.0,2,27259.0,2,938.0,1,2026-Q2,-0.7308909136927361,-7.840090332293795,-4.40699935191186,-9.805220422955182,-3.813676023750453,-4.7872262372060606,-37.26759061833689
Hyperscalers,2026Q3,0.0,0,1,14130.0,1,0.0,0,0.0,0,4358.0,1,2936.0,1,0.0,0,2026-Q3,,-39.345222929936305,,,-17.960073428178063,-28.62806539509537,
NAND,2016Q1,332.0,2,2,3785.0,1,1149.0,1,0.0,0,925.0,2,804.0,2,2361.0,2,2016-Q1,,,,,,,
NAND,2016Q2,0.0,0,2,3696.0,1,1110.0,1,0.0,0,1519.0,2,1371.0,2,2361.0,2,2016-Q2,,,,,,,
NAND,2016Q3,0.0,0,2,3330.0,1,1032.0,1,0.0,0,764.0,2,675.0,2,2361.0,2,2016-Q3,,,,,,,
NAND,2017Q1,360.0,2,2,2925.0,1,955.0,1,0.0,0,408.0,2,317.0,2,2997.0,2,2017-Q1,,,,,,,
NAND,2017Q2,0.0,0,2,2986.0,1,906.0,1,0.0,0,480.0,2,416.0,2,2997.0,2,2017-Q2,,-0.26758204956463494,-0.2682119205298013,,-0.9270833333333334,-0.9326923076923077,0.2122122122122122
NAND,2017Q3,0.0,0,2,2595.0,1,753.0,1,0.0,0,115.0,2,53.0,2,2997.0,2,2017-Q3,,-0.42427745664739885,-0.47410358565737054,,-12.208695652173914,-24.867924528301888,0.2122122122122122
NAND,2018Q1,324.0,2,2,2797.0,1,1335.0,1,0.0,0,453.0,2,-199.0,2,3323.0,2,2018-Q1,1.0,-0.19056131569538792,0.22696629213483147,,-0.6865342163355408,4.391959798994975,0.2894974420704183
NAND,2018Q2,0.0,0,2,2894.0,1,1533.0,1,0.0,0,915.0,2,532.0,2,3323.0,2,2018-Q2,,-0.010711817553559088,0.3770384866275277,,0.5540983606557377,0.4041353383458647,0.09810412278061992
NAND,2018Q3,0.0,0,2,2674.0,1,1523.0,1,0.0,0,791.0,2,442.0,2,3323.0,2,2018-Q3,,-0.11667913238593867,0.4051214707813526,,0.393173198482933,0.058823529411764705,0.09810412278061992
NAND,2019Q1,284.0,2,2,7813.0,2,1913.0,1,3268.0,1,1160.0,2,862.0,2,3997.0,2,2019-Q1,1.0,0.6678612568795597,0.6063774176685833,1.0,0.9008620689655172,0.9385150812064965,0.2501876407305479
NAND,2019Q2,0.0,0,2,8250.0,2,2013.0,1,3323.0,1,1388.0,2,840.0,2,3997.0,2,2019-Q2,,0.660969696969697,0.33681073025335323,1.0,0.6736311239193083,1.236904761904762,0.1686264698523893
NAND,2019Q3,0.0,0,2,7816.0,2,1927.0,1,3086.0,1,1355.0,2,1062.0,2,3997.0,2,2019-Q3,,0.6297338792221086,0.20446289569278672,1.0,0.3247232472324723,0.4990583804143126,0.1686264698523893
NAND,2020Q1,454.0,2,2,8019.0,2,1664.0,1,3364.0,1,1189.0,2,961.0,2,4253.0,2,2020-Q1,1.0,0.6665419628382592,0.08473557692307693,1.0,0.3347350714886459,0.5400624349635796,0.2186691747002116
NAND,2020Q2,0.0,0,2,6948.0,2,1044.0,1,3189.0,1,592.0,2,895.0,2,4253.0,2,2020-Q2,,-0.12449625791594704,-0.8323754789272031,-0.024772656005017248,-0.9594594594594594,0.03687150837988827,0.06019280507876793
NAND,2020Q3,0.0,0,2,5987.0,2,579.0,1,3095.0,1,-158.0,2,706.0,2,4253.0,2,2020-Q3,,-0.377985635543678,-2.476683937823834,-0.07366720516962844,9.784810126582279,-0.18980169971671387,0.06019280507876793
NAND,2021Q1,292.0,2,2,6618.0,2,758.0,1,3282.0,1,144.0,2,-76.0,2,4212.0,2,2021-Q1,1.0,-0.181021456633424,-1.54221635883905,0.05971968312004875,-8.409722222222221,14.973684210526315,0.05104463437796771
NAND,2021Q2,0.0,0,2,6930.0,2,935.0,1,3299.0,1,434.0,2,42.0,2,4212.0,2,2021-Q2,,-0.15714285714285714,-0.7796791443850267,-0.019702940284934828,-1.73963133640553,-21.88095238095238,-0.0097340930674264
NAND,2021Q3,0.0,0,2,6893.0,2,1005.0,1,3170.0,1,529.0,2,44.0,2,4212.0,2,2021-Q3,,-0.007979109241259249,-0.03880597014925373,-0.005993690851735016,-0.11909262759924386,-19.34090909090909,-0.0097340930674264
NAND,2022Q1,448.0,2,2,6236.0,2,904.0,1,3018.0,1,321.0,2,163.0,2,4820.0,2,2022-Q1,1.0,0.03992944194996793,0.35951327433628316,-0.025513585155732273,1.4922118380062306,-3.331288343558282,0.11763485477178423
NAND,2022Q2,0.0,0,2,6566.0,2,960.0,1,2983.0,1,506.0,2,220.0,2,4820.0,2,2022-Q2,,-0.007919585744745659,0.21041666666666667,-0.10023466309084814,0.7154150197628458,1.3454545454545455,0.12614107883817427
NAND,2022Q3,0.0,0,2,6868.0,2,1091.0,1,3046.0,1,703.0,2,269.0,2,4820.0,2,2022-Q3,,-0.00902737332556785,0.14298808432630614,-0.08305975049244911,0.38264580369843526,0.8438661710037175,0.12614107883817427
NAND,2023Q1,362.0,2,2,8166.0,2,1665.0,1,3386.0,1,1364.0,2,1136.0,2,5203.0,2,2023-Q1,1.0,0.1558902767572863,0.3963963963963964,0.0637920850561134,0.6121700879765396,0.9612676056338029,0.1904670382471651
NAND,2023Q2,0.0,0,2,7949.0,2,1583.0,1,3250.0,1,1307.0,2,1111.0,2,5203.0,2,2023-Q2,,0.2154988048811171,0.42893240682248895,0.07138461538461538,0.7543993879112472,0.8532853285328533,0.07361137805112435
NAND,2023Q3,0.0,0,2,7183.0,2,1181.0,1,3200.0,1,753.0,2,956.0,2,5203.0,2,2023-Q3,,0.08589725741333705,0.18712955122777308,0.0678125,0.3280212483399734,0.7698744769874477,0.07361137805112435
NAND,2024Q1,453.0,2,2,5771.0,2,981.0,1,2755.0,1,265.0,2,56.0,2,4838.0,2,2024-Q1,1.0,-0.19008837289897765,-0.11213047910295616,-0.10562613430127042,-1.6528301886792454,-3.8035714285714284,0.0037205456800330715
NAND,2024Q2,0.0,0,2,4994.0,2,528.0,1,2579.0,1,-481.0,2,14.0,2,4838.0,2,2024-Q2,,-0.6351621946335603,-2.153409090909091,-0.3129119813881349,3.8357588357588357,-80.14285714285714,-0.07544439851178172
NAND,2024Q3,0.0,0,2,4663.0,2,286.0,1,2517.0,1,-787.0,2,-386.0,2,4838.0,2,2024-Q3,,-0.7046965472871541,-4.534965034965035,-0.2912197059992054,2.6607369758576875,3.878238341968912,-0.07544439851178172
NAND,2025Q1,194.0,2,2,4204.0,2,99.0,1,2651.0,1,-725.0,2,-869.0,2,4581.0,2,2025-Q1,1.0,-0.7086108468125595,-10.929292929292929,-0.2070916635231988,2.0386206896551724,2.100115074798619,-0.13577821436367604
NAND,2025Q2,0.0,0,2,4587.0,2,492.0,1,2540.0,1,-86.0,2,-704.0,2,4581.0,2,2025-Q2,,-0.2581207761063876,-0.9939024390243902,-0.08464566929133858,4.0813953488372094,1.0795454545454546,-0.05610128792839991
NAND,2025Q3,0.0,0,2,3407.0,2,519.0,1,1233.0,1,237.0,2,-660.0,2,2626.0,2,2025-Q3,,-0.46580569415908424,-0.017341040462427744,-1.091646390916464,3.029535864978903,1.0212121212121212,-0.8423457730388424
