analysis_layer,source_section,target_section,source_metric,source_transform,target_metric,target_transform,target_transform_col,best_lag_quarters,timing,best_corr,best_observations,best_r_squared,best_abs_lag_quarters,best_abs_corr,status,signal_class,map_eligible,interpretation
Procurement spend -> Supplier revenue,Energy,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,0.4451419882370773,25,0.19815138969165827,-3,0.4451419882370773,ok,very weak,False,"target leads; best positive lag -3Q, corr 0.45, n=25. Strongest absolute relation is lag -3Q, corr 0.45."
Procurement spend -> Supplier revenue,AI Platforms,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,0.44404825713622087,23,0.19717885466571533,7,0.44404825713622087,ok,very weak,False,"source leads; best positive lag +7Q, corr 0.44, n=23. Strongest absolute relation is lag +7Q, corr 0.44."
Procurement spend -> Supplier revenue,SW equipment,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,0.44337659625624254,23,0.1965828061077711,3,-0.5267719049432676,ok,very weak,False,"source leads; best positive lag +7Q, corr 0.44, n=23. Strongest absolute relation is lag +3Q, corr -0.53."
Procurement spend -> Supplier revenue,AI Platforms,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.43330247314175024,28,0.1877510332307572,-2,-0.5524684458453974,ok,very weak,False,"target leads; best positive lag -1Q, corr 0.43, n=28. Strongest absolute relation is lag -2Q, corr -0.55."
Procurement spend -> Supplier revenue,Server Networking,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.42642546563317685,27,0.1818386777404717,-2,-0.6615160663014499,ok,very weak,False,"source leads; best positive lag +2Q, corr 0.43, n=27. Strongest absolute relation is lag -2Q, corr -0.66."
Procurement spend -> Supplier revenue,SW equipment,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.4260607843235619,23,0.18152779193840876,2,-0.5806744868046022,ok,very weak,False,"source leads; best positive lag +8Q, corr 0.43, n=23. Strongest absolute relation is lag +2Q, corr -0.58."
Procurement spend -> Supplier revenue,components,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.4155686457018381,28,0.17269729929045985,5,-0.6706935763875586,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.42, n=28. Strongest absolute relation is lag +5Q, corr -0.67."
Procurement spend -> Supplier revenue,OSAT / packiging,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.41519084981614995,27,0.17238344177105677,4,-0.6693533227115005,ok,very weak,False,"target leads; best positive lag -1Q, corr 0.42, n=27. Strongest absolute relation is lag +4Q, corr -0.67."
Procurement spend -> Supplier revenue,OSAT / packiging,AI Chip,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.41316354021824836,29,0.17070411096567614,8,-0.7776183814731638,ok,very weak,False,"source leads; best positive lag +2Q, corr 0.41, n=29. Strongest absolute relation is lag +8Q, corr -0.78."
Procurement spend -> Supplier revenue,NAND,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,0.4120585605294663,23,0.16979225730561587,-3,0.4120585605294663,ok,very weak,False,"target leads; best positive lag -3Q, corr 0.41, n=23. Strongest absolute relation is lag -3Q, corr 0.41."
Procurement spend -> Supplier revenue,Hyperscalers,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,0.4100494636754287,25,0.16814056266050673,-3,0.4100494636754287,ok,very weak,False,"target leads; best positive lag -3Q, corr 0.41, n=25. Strongest absolute relation is lag -3Q, corr 0.41."
Procurement spend -> Supplier revenue,components,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.40588616753284024,28,0.16474358099449685,-2,-0.6364934672373925,ok,very weak,False,"target leads; best positive lag -1Q, corr 0.41, n=28. Strongest absolute relation is lag -2Q, corr -0.64."
Procurement spend -> Supplier revenue,Cooling,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.40240460129944594,27,0.16192946314696605,-2,-0.641495214000882,ok,very weak,False,"target leads; best positive lag -1Q, corr 0.40, n=27. Strongest absolute relation is lag -2Q, corr -0.64."
Procurement spend -> Supplier revenue,OSAT / packiging,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.4019440364689278,24,0.16155900845293475,5,-0.8336081424272375,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.40, n=24. Strongest absolute relation is lag +5Q, corr -0.83."
Procurement spend -> Supplier revenue,DRAM,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.3990682758662012,28,0.15925548880282245,5,-0.8089864203464162,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.40, n=28. Strongest absolute relation is lag +5Q, corr -0.81."
Procurement spend -> Supplier revenue,Hyperscalers,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.39123783780612326,28,0.1530670457312104,-2,-0.6887899716371559,ok,very weak,False,"target leads; best positive lag -1Q, corr 0.39, n=28. Strongest absolute relation is lag -2Q, corr -0.69."
Procurement spend -> Supplier revenue,Energy,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.3883099580471022,19,0.1507846235185423,8,0.3883099580471022,ok,very weak,False,"source leads; best positive lag +8Q, corr 0.39, n=19. Strongest absolute relation is lag +8Q, corr 0.39."
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.38688520845425106,29,0.1496801645206893,0,0.38688520845425106,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.39, n=29. Strongest absolute relation is lag +0Q, corr 0.39."
Procurement spend -> Supplier revenue,Server OEM,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.3851889113633634,28,0.14837049743729305,-2,-0.5409362494229922,ok,very weak,False,"source leads; best positive lag +1Q, corr 0.39, n=28. Strongest absolute relation is lag -2Q, corr -0.54."
Procurement spend -> Supplier revenue,Energy,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.3844698871334325,23,0.14781709411239433,-3,-0.5762424231318625,ok,very weak,False,"source leads; best positive lag +3Q, corr 0.38, n=23. Strongest absolute relation is lag -3Q, corr -0.58."
Procurement spend -> Supplier revenue,Energy,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.3840360501153912,22,0.14748368778823126,-2,-0.44752354634006564,ok,very weak,False,"source leads; best positive lag +3Q, corr 0.38, n=22. Strongest absolute relation is lag -2Q, corr -0.45."
Procurement spend -> Supplier revenue,SW equipment,components,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.382759715371715,22,0.14650499971143627,2,-0.7401242597838286,ok,very weak,False,"source leads; best positive lag +8Q, corr 0.38, n=22. Strongest absolute relation is lag +2Q, corr -0.74."
Procurement spend -> Supplier revenue,SW equipment,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,0.3817667245801221,24,0.14574583199663482,4,-0.5222081714671054,ok,very weak,False,"source leads; best positive lag +7Q, corr 0.38, n=24. Strongest absolute relation is lag +4Q, corr -0.52."
Procurement spend -> Supplier revenue,meterier,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.37987218136009454,27,0.14430287417127655,-1,0.37987218136009454,ok,very weak,False,"target leads; best positive lag -1Q, corr 0.38, n=27. Strongest absolute relation is lag -1Q, corr 0.38."
Procurement spend -> Supplier revenue,DRAM,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.3769146171521337,24,0.14206462862293953,5,-0.8466569354687209,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.38, n=24. Strongest absolute relation is lag +5Q, corr -0.85."
Procurement spend -> Supplier revenue,AI Platforms,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.37159647351750574,23,0.13808393913064634,5,0.37159647351750574,ok,very weak,False,"source leads; best positive lag +5Q, corr 0.37, n=23. Strongest absolute relation is lag +5Q, corr 0.37."
Procurement spend -> Supplier revenue,SW equipment,Server EMS,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.37046735213133003,23,0.13724605899519887,3,-0.6299150138721687,ok,very weak,False,"source leads; best positive lag +8Q, corr 0.37, n=23. Strongest absolute relation is lag +3Q, corr -0.63."
Procurement spend -> Supplier revenue,SW equipment,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.36886734177920966,29,0.13606311583126027,-4,-0.45106397019244504,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.37, n=29. Strongest absolute relation is lag -4Q, corr -0.45."
Procurement spend -> Supplier revenue,meterier,AI Chip,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.36274251279070213,28,0.1315821305857127,2,0.36274251279070213,ok,very weak,False,"source leads; best positive lag +2Q, corr 0.36, n=28. Strongest absolute relation is lag +2Q, corr 0.36."
Procurement spend -> Supplier revenue,DRAM,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.36182820274864014,22,0.13091964830431105,5,-0.8781976553690141,ok,very weak,False,"source leads; best positive lag +8Q, corr 0.36, n=22. Strongest absolute relation is lag +5Q, corr -0.88."
Procurement spend -> Supplier revenue,Server OEM,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.3608610568592289,29,0.13022070235755964,6,-0.5452245065288045,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.36, n=29. Strongest absolute relation is lag +6Q, corr -0.55."
Procurement spend -> Supplier revenue,Cooling,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.3602019819798513,28,0.12974546782221313,0,0.3602019819798513,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.36, n=28. Strongest absolute relation is lag +0Q, corr 0.36."
Procurement spend -> Supplier revenue,CPU,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.3594658947869214,26,0.12921572951496207,-4,0.3594658947869214,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.36, n=26. Strongest absolute relation is lag -4Q, corr 0.36."
Procurement spend -> Supplier revenue,Hyperscalers,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.35857999099331045,28,0.1285796099407626,-4,-0.6827688303358646,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.36, n=28. Strongest absolute relation is lag -4Q, corr -0.68."
Procurement spend -> Supplier revenue,Server EMS,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.3563253044497403,28,0.12696772259120012,-2,-0.6426639150573007,ok,very weak,False,"target leads; best positive lag -1Q, corr 0.36, n=28. Strongest absolute relation is lag -2Q, corr -0.64."
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.3551383404737119,27,0.12612324087442212,-4,-0.607473588660866,ok,very weak,False,"source leads; best positive lag +1Q, corr 0.36, n=27. Strongest absolute relation is lag -4Q, corr -0.61."
Procurement spend -> Supplier revenue,Server Networking,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.35423035320729584,25,0.12547914313336556,-2,-0.547313949611735,ok,very weak,False,"source leads; best positive lag +3Q, corr 0.35, n=25. Strongest absolute relation is lag -2Q, corr -0.55."
Procurement spend -> Supplier revenue,CPU,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,0.3496342886684029,23,0.1222441358126601,7,0.3496342886684029,ok,very weak,False,"source leads; best positive lag +7Q, corr 0.35, n=23. Strongest absolute relation is lag +7Q, corr 0.35."
Procurement spend -> Supplier revenue,OSAT / packiging,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.34860131808342204,22,0.12152287896949919,5,-0.883443297989004,ok,very weak,False,"source leads; best positive lag +8Q, corr 0.35, n=22. Strongest absolute relation is lag +5Q, corr -0.88."
Procurement spend -> Supplier revenue,SW equipment,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,0.34847558175556437,27,0.12143523107987902,3,-0.7378692922842889,ok,very weak,False,"target leads; best positive lag -2Q, corr 0.35, n=27. Strongest absolute relation is lag +3Q, corr -0.74."
Procurement spend -> Supplier revenue,SW equipment,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.34757701888528325,28,0.12080978405718056,0,0.34757701888528325,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.35, n=28. Strongest absolute relation is lag +0Q, corr 0.35."
Procurement spend -> Supplier revenue,CPU,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.3457275151025141,29,0.11952751469895911,-2,-0.5331338018836066,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.35, n=29. Strongest absolute relation is lag -2Q, corr -0.53."
Procurement spend -> Supplier revenue,OSAT / packiging,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,0.34457206015515435,21,0.11872990463956731,-4,-0.5578571935684553,ok,very weak,False,"source leads; best positive lag +7Q, corr 0.34, n=21. Strongest absolute relation is lag -4Q, corr -0.56."
Procurement spend -> Supplier revenue,meterier,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.34201758208926275,27,0.11697602645818558,-1,0.34201758208926275,ok,very weak,False,"target leads; best positive lag -1Q, corr 0.34, n=27. Strongest absolute relation is lag -1Q, corr 0.34."
Procurement spend -> Supplier revenue,SW equipment,Server Networking,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,0.3384466551716342,27,0.11454613839686706,4,-0.739170032630213,ok,very weak,False,"target leads; best positive lag -2Q, corr 0.34, n=27. Strongest absolute relation is lag +4Q, corr -0.74."
Procurement spend -> Supplier revenue,DRAM,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.3377640292818186,27,0.1140845394766892,7,-0.6327430129067548,ok,very weak,False,"source leads; best positive lag +3Q, corr 0.34, n=27. Strongest absolute relation is lag +7Q, corr -0.63."
Procurement spend -> Supplier revenue,AI Platforms,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.33531284505912023,23,0.11243470406164158,5,0.33531284505912023,ok,very weak,False,"source leads; best positive lag +5Q, corr 0.34, n=23. Strongest absolute relation is lag +5Q, corr 0.34."
Procurement spend -> Supplier revenue,OSAT / packiging,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,0.33272122507776114,27,0.11070341361724619,6,-0.7873395585175318,ok,very weak,False,"target leads; best positive lag -2Q, corr 0.33, n=27. Strongest absolute relation is lag +6Q, corr -0.79."
Procurement spend -> Supplier revenue,Cooling,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.32624184016266505,28,0.10643373827272189,5,-0.48278805742943337,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.33, n=28. Strongest absolute relation is lag +5Q, corr -0.48."
Procurement spend -> Supplier revenue,HW equipment,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.32525872207023016,27,0.10579323628275923,-4,0.32525872207023016,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.33, n=27. Strongest absolute relation is lag -4Q, corr 0.33."
Procurement spend -> Supplier revenue,NAND,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.3193941225272383,24,0.10201260550494452,4,-0.37808477782786787,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.32, n=24. Strongest absolute relation is lag +4Q, corr -0.38."
Procurement spend -> Supplier revenue,Server EMS,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,0.3137856311933152,21,0.09846142234338723,7,0.3137856311933152,ok,very weak,False,"source leads; best positive lag +7Q, corr 0.31, n=21. Strongest absolute relation is lag +7Q, corr 0.31."
Procurement spend -> Supplier revenue,Cooling,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.3027445948226421,27,0.09165428969432574,0,0.3027445948226421,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.30, n=27. Strongest absolute relation is lag +0Q, corr 0.30."
Procurement spend -> Supplier revenue,meterier,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.3024969853362983,27,0.09150442613754868,-4,-0.3465787636619926,ok,very weak,False,"source leads; best positive lag +1Q, corr 0.30, n=27. Strongest absolute relation is lag -4Q, corr -0.35."
Procurement spend -> Supplier revenue,Cooling,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,0.30191839276908033,20,0.09115471589226466,7,0.30191839276908033,ok,very weak,False,"source leads; best positive lag +7Q, corr 0.30, n=20. Strongest absolute relation is lag +7Q, corr 0.30."
Procurement spend -> Supplier revenue,OSAT / packiging,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.30130674826492926,25,0.09078575654998546,-4,0.30130674826492926,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.30, n=25. Strongest absolute relation is lag -4Q, corr 0.30."
Procurement spend -> Supplier revenue,NAND,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,0.29322194297711823,23,0.08597910784327638,4,-0.508364580885688,ok,very weak,False,"target leads; best positive lag -3Q, corr 0.29, n=23. Strongest absolute relation is lag +4Q, corr -0.51."
Procurement spend -> Supplier revenue,HW equipment,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,0.2930273085245268,22,0.08586500354112822,-1,-0.42782963094343196,ok,very weak,False,"source leads; best positive lag +6Q, corr 0.29, n=22. Strongest absolute relation is lag -1Q, corr -0.43."
Procurement spend -> Supplier revenue,DRAM,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.2729061788509542,28,0.07447778245502899,-2,-0.5726391314235334,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.27, n=28. Strongest absolute relation is lag -2Q, corr -0.57."
Procurement spend -> Supplier revenue,OSAT / packiging,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.2649236257873138,28,0.07018452750029669,-2,-0.44860911083210175,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.26, n=28. Strongest absolute relation is lag -2Q, corr -0.45."
Procurement spend -> Supplier revenue,DRAM,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,0.26377821751597774,24,0.06957894803590646,6,0.26377821751597774,ok,very weak,False,"source leads; best positive lag +6Q, corr 0.26, n=24. Strongest absolute relation is lag +6Q, corr 0.26."
Procurement spend -> Supplier revenue,meterier,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.25920949639931723,28,0.06718956302358765,-3,-0.48115679982379733,ok,very weak,False,"source leads; best positive lag +1Q, corr 0.26, n=28. Strongest absolute relation is lag -3Q, corr -0.48."
Procurement spend -> Supplier revenue,SW equipment,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.2584027618481435,23,0.06677198733074835,8,-0.30861167676605616,ok,very weak,False,"source leads; best positive lag +5Q, corr 0.26, n=23. Strongest absolute relation is lag +8Q, corr -0.31."
Procurement spend -> Supplier revenue,HW equipment,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,0.256669960159896,22,0.06587946844848261,6,0.256669960159896,ok,very weak,False,"source leads; best positive lag +6Q, corr 0.26, n=22. Strongest absolute relation is lag +6Q, corr 0.26."
Procurement spend -> Supplier revenue,Server Networking,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.24503205544491388,25,0.06004070819555935,2,0.24503205544491388,ok,very weak,False,"source leads; best positive lag +2Q, corr 0.25, n=25. Strongest absolute relation is lag +2Q, corr 0.25."
Procurement spend -> Supplier revenue,HW equipment,OSAT / packiging,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.24254254700222191,27,0.058826887106325026,2,0.24254254700222191,ok,very weak,False,"source leads; best positive lag +2Q, corr 0.24, n=27. Strongest absolute relation is lag +2Q, corr 0.24."
Procurement spend -> Supplier revenue,Hyperscalers,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.23939075002821325,25,0.05730793119907048,-2,-0.2557247320644588,ok,very weak,False,"source leads; best positive lag +5Q, corr 0.24, n=25. Strongest absolute relation is lag -2Q, corr -0.26."
Procurement spend -> Supplier revenue,HW equipment,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.23603874062321029,26,0.05571428707499114,-4,0.23603874062321029,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.24, n=26. Strongest absolute relation is lag -4Q, corr 0.24."
Procurement spend -> Supplier revenue,Server Networking,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.23401553968547809,26,0.05476327281428557,-4,0.23401553968547809,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.23, n=26. Strongest absolute relation is lag -4Q, corr 0.23."
Procurement spend -> Supplier revenue,meterier,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,0.22862655618644456,26,0.05227010219367349,8,-0.32455728365846603,ok,very weak,False,"source leads; best positive lag +3Q, corr 0.23, n=26. Strongest absolute relation is lag +8Q, corr -0.32."
Procurement spend -> Supplier revenue,components,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,0.2225388970943704,26,0.049523560719978786,8,-0.24627700174442343,ok,very weak,False,"source leads; best positive lag +4Q, corr 0.22, n=26. Strongest absolute relation is lag +8Q, corr -0.25."
Procurement spend -> Supplier revenue,meterier,Server OEM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,0.22157558812537698,26,0.0490957412531067,-2,0.22157558812537698,ok,very weak,False,"target leads; best positive lag -2Q, corr 0.22, n=26. Strongest absolute relation is lag -2Q, corr 0.22."
